vulnerability_id,asset_id,cve_id,cvss_score,severity,exploitability,known_exploited,first_seen,days_open,patch_available
V0328,A023,CVE-2024-20012,8.3,High,Medium,No,2026-08-09,20,Yes
V0329,A107,CVE-2024-20012,8.9,High,High,Yes,2026-07-27,33,Yes
V0330,A147,CVE-2025-10003,9.1,Critical,High,No,2026-08-23,6,Yes
V0331,A132,CVE-2024-20012,4.9,Medium,Low,No,2026-08-03,26,Yes
V0332,A115,CVE-2025-10110,4.2,Medium,Low,No,2026-07-20,40,Yes
V0333,A017,CVE-2025-10003,7.0,High,Medium,No,2026-08-14,15,Yes
V0334,A070,CVE-2024-20011,4.2,Medium,Low,No,2026-08-19,10,Yes
V0335,A137,CVE-2025-10110,5.7,Medium,Low,No,2026-08-01,28,Yes
V0336,A135,CVE-2023-30021,5.8,Medium,Low,No,2026-07-16,44,Yes
V0337,A150,CVE-2025-10110,9.7,Critical,High,No,2026-07-14,46,Yes
V0338,A122,CVE-2025-10002,6.9,Medium,Medium,No,2026-07-02,58,No
V0339,A025,CVE-2025-10110,5.3,Medium,Low,No,2026-07-14,46,Yes
V0340,A113,CVE-2024-20011,6.3,Medium,Medium,No,2026-07-14,46,Yes
V0341,A148,CVE-2023-30021,5.6,Medium,Low,No,2026-07-16,44,Yes
V0342,A102,CVE-2025-10001,4.6,Medium,Low,No,2026-07-31,29,Yes
V0343,A071,CVE-2025-10001,7.6,High,Medium,No,2026-07-30,30,Yes
V0344,A081,CVE-2023-30021,7.0,High,Medium,No,2026-08-12,17,No
V0345,A060,CVE-2025-10003,5.8,Medium,Low,No,2026-07-03,57,Yes
V0346,A130,CVE-2024-20012,6.4,Medium,Medium,No,2026-07-31,29,Yes
V0347,A117,CVE-2025-10003,8.6,High,High,No,2026-07-03,57,Yes
V0348,A021,CVE-2025-10001,9.9,Critical,High,No,2026-08-12,17,Yes
V0349,A117,CVE-2025-10002,4.5,Medium,Low,No,2026-07-31,29,Yes
V0350,A102,CVE-2025-10001,6.4,Medium,Medium,No,2026-08-17,12,Yes
V0351,A033,CVE-2025-10001,6.6,Medium,Medium,No,2026-07-28,32,Yes
V0352,A040,CVE-2024-21009,9.0,Critical,High,No,2026-08-22,7,Yes
V0353,A027,CVE-2025-10110,5.6,Medium,Low,No,2026-08-08,21,Yes
V0354,A140,CVE-2025-10003,5.1,Medium,Low,No,2026-08-11,18,Yes
V0355,A122,CVE-2024-20011,9.1,Critical,High,No,2026-07-16,44,Yes
V0356,A117,CVE-2023-30021,8.6,High,High,No,2026-07-26,34,Yes
V0357,A126,CVE-2024-20012,7.5,High,Medium,No,2026-08-08,21,Yes
V0358,A123,CVE-2024-20011,6.0,Medium,Medium,No,2026-07-12,48,Yes
V0359,A068,CVE-2024-20012,7.6,High,Medium,No,2026-08-19,10,Yes
V0360,A008,CVE-2023-30021,8.5,High,High,Yes,2026-07-11,49,Yes
V0361,A033,CVE-2025-10110,9.5,Critical,High,No,2026-08-10,19,Yes
V0362,A055,CVE-2023-30021,7.7,High,Medium,No,2026-08-20,9,Yes
V0363,A026,CVE-2024-20011,5.2,Medium,Low,No,2026-08-10,19,Yes
V0364,A063,CVE-2025-10002,8.9,High,High,No,2026-08-24,5,Yes
V0365,A133,CVE-2025-10002,7.9,High,Medium,No,2026-08-18,11,Yes
V0366,A089,CVE-2025-10001,5.5,Medium,Low,No,2026-07-22,38,Yes
V0367,A144,CVE-2025-10003,4.6,Medium,Low,No,2026-08-07,22,Yes
V0368,A112,CVE-2025-10002,5.5,Medium,Low,No,2026-07-12,48,Yes
V0369,A109,CVE-2025-10002,4.1,Medium,Low,No,2026-07-26,34,Yes
V0370,A029,CVE-2025-10001,8.9,High,High,No,2026-07-04,56,Yes
V0371,A067,CVE-2024-21009,4.4,Medium,Low,No,2026-07-10,50,Yes
V0372,A074,CVE-2023-30021,4.3,Medium,Low,No,2026-07-30,30,Yes
V0373,A079,CVE-2024-20012,4.9,Medium,Low,No,2026-08-07,22,Yes
V0374,A006,CVE-2023-30021,7.1,High,Medium,No,2026-07-25,35,Yes
V0375,A023,CVE-2025-10001,5.2,Medium,Low,No,2026-07-11,49,Yes
V0376,A077,CVE-2025-10002,4.8,Medium,Low,No,2026-08-24,5,Yes
V0377,A127,CVE-2025-10003,6.8,Medium,Medium,No,2026-08-17,12,No
V0378,A050,CVE-2024-20011,8.6,High,High,Yes,2026-07-30,30,Yes
V0379,A064,CVE-2025-10001,6.4,Medium,Medium,No,2026-07-20,40,Yes
V0380,A059,CVE-2024-21009,5.5,Medium,Low,No,2026-08-02,27,Yes
V0381,A029,CVE-2025-10001,5.5,Medium,Low,No,2026-08-23,6,Yes
V0382,A130,CVE-2024-21009,5.4,Medium,Low,No,2026-08-06,23,Yes
V0383,A131,CVE-2025-10003,5.5,Medium,Low,No,2026-08-20,9,Yes
V0384,A034,CVE-2025-10003,4.6,Medium,Low,No,2026-07-22,38,Yes
V0385,A031,CVE-2023-30021,7.4,High,Medium,No,2026-08-16,13,Yes
V0386,A113,CVE-2023-30021,5.6,Medium,Low,No,2026-07-22,38,Yes
V0387,A045,CVE-2024-20011,8.2,High,Medium,No,2026-08-03,26,Yes
V0388,A038,CVE-2024-20012,7.2,High,Medium,No,2026-07-30,30,Yes
V0389,A070,CVE-2024-20011,5.3,Medium,Low,No,2026-08-06,23,Yes
V0390,A118,CVE-2025-10003,6.2,Medium,Medium,No,2026-07-13,47,Yes
V0391,A078,CVE-2024-20011,7.9,High,Medium,No,2026-07-07,53,Yes
V0392,A051,CVE-2024-20011,8.2,High,Medium,No,2026-07-02,58,Yes
V0393,A067,CVE-2025-10002,4.6,Medium,Low,No,2026-07-15,45,Yes
V0394,A060,CVE-2025-10001,4.6,Medium,Low,No,2026-07-24,36,Yes
V0395,A066,CVE-2025-10001,9.3,Critical,High,No,2026-08-05,24,Yes
V0396,A049,CVE-2025-10001,5.7,Medium,Low,No,2026-08-11,18,Yes
V0397,A070,CVE-2024-20011,5.7,Medium,Low,No,2026-07-18,42,No
V0398,A075,CVE-2024-21009,9.2,Critical,High,Yes,2026-07-20,40,Yes
V0399,A095,CVE-2025-10001,9.0,Critical,High,Yes,2026-07-14,46,Yes
V0400,A068,CVE-2024-20011,9.5,Critical,High,No,2026-07-22,38,Yes
V0401,A040,CVE-2024-20011,8.1,High,Medium,No,2026-08-07,22,Yes
V0402,A053,CVE-2024-20011,6.2,Medium,Medium,No,2026-07-06,54,Yes
V0403,A114,CVE-2023-30021,4.2,Medium,Low,No,2026-07-25,35,Yes
V0404,A060,CVE-2023-30021,8.8,High,High,No,2026-07-04,56,Yes
V0405,A047,CVE-2025-10110,4.8,Medium,Low,No,2026-08-02,27,No
V0406,A108,CVE-2025-10003,5.3,Medium,Low,No,2026-07-22,38,Yes
V0407,A067,CVE-2025-10110,7.7,High,Medium,No,2026-08-01,28,Yes
V0408,A135,CVE-2025-10001,8.7,High,High,No,2026-08-12,17,Yes
V0409,A039,CVE-2024-20011,9.6,Critical,High,No,2026-08-05,24,Yes
V0410,A016,CVE-2024-21009,6.9,Medium,Medium,No,2026-08-09,20,Yes
V0411,A027,CVE-2025-10110,9.5,Critical,High,Yes,2026-08-17,12,Yes
V0412,A150,CVE-2024-20012,7.9,High,Medium,No,2026-07-21,39,Yes
V0413,A108,CVE-2025-10002,9.4,Critical,High,No,2026-07-31,29,Yes
V0414,A028,CVE-2024-20011,4.0,Medium,Low,No,2026-08-12,17,No
V0415,A040,CVE-2025-10002,4.6,Medium,Low,No,2026-07-18,42,Yes
V0416,A104,CVE-2025-10003,7.3,High,Medium,No,2026-08-25,4,Yes
V0417,A142,CVE-2025-10001,4.5,Medium,Low,No,2026-08-10,19,Yes
V0418,A099,CVE-2025-10003,7.4,High,Medium,No,2026-07-22,38,Yes
V0419,A145,CVE-2023-30021,6.5,Medium,Medium,No,2026-08-05,24,Yes
V0420,A140,CVE-2024-20011,9.8,Critical,High,No,2026-07-13,47,Yes
V0421,A083,CVE-2024-20012,6.6,Medium,Medium,No,2026-07-24,36,Yes
V0422,A034,CVE-2025-10110,5.2,Medium,Low,No,2026-07-03,57,Yes
V0423,A054,CVE-2025-10001,6.0,Medium,Medium,No,2026-08-06,23,No
V0424,A149,CVE-2025-10002,5.3,Medium,Low,No,2026-07-15,45,Yes
V0425,A072,CVE-2024-20012,6.0,Medium,Medium,No,2026-07-12,48,Yes
V0426,A067,CVE-2025-10003,5.6,Medium,Low,No,2026-07-26,34,Yes
V0427,A108,CVE-2023-30021,5.4,Medium,Low,No,2026-07-20,40,Yes
V0428,A076,CVE-2024-21009,8.9,High,High,No,2026-07-25,35,Yes
V0429,A074,CVE-2024-20012,9.6,Critical,High,Yes,2026-07-30,30,Yes
V0430,A085,CVE-2023-30021,4.3,Medium,Low,No,2026-07-05,55,Yes
V0431,A079,CVE-2025-10002,4.4,Medium,Low,No,2026-07-10,50,Yes
V0432,A138,CVE-2023-30021,7.7,High,Medium,No,2026-08-05,24,Yes
V0433,A119,CVE-2025-10002,4.6,Medium,Low,No,2026-07-16,44,Yes
V0434,A124,CVE-2023-30021,5.9,Medium,Low,No,2026-08-15,14,Yes
V0435,A045,CVE-2025-10002,8.2,High,Medium,No,2026-08-13,16,Yes
V0436,A122,CVE-2024-20012,7.5,High,Medium,No,2026-07-24,36,No
V0437,A009,CVE-2025-10110,4.4,Medium,Low,No,2026-08-10,19,Yes
V0438,A030,CVE-2025-10003,7.3,High,Medium,No,2026-08-16,13,Yes
V0439,A040,CVE-2024-20011,5.0,Medium,Low,No,2026-08-06,23,Yes
V0440,A044,CVE-2025-10002,6.2,Medium,Medium,No,2026-07-13,47,Yes
V0441,A004,CVE-2024-21009,8.9,High,High,Yes,2026-08-20,9,Yes
V0442,A021,CVE-2025-10110,8.5,High,High,No,2026-07-08,52,Yes
V0443,A052,CVE-2024-20011,7.3,High,Medium,No,2026-07-19,41,Yes
V0444,A032,CVE-2023-30021,7.6,High,Medium,No,2026-07-25,35,Yes
V0445,A092,CVE-2024-21009,6.0,Medium,Medium,No,2026-08-21,8,Yes
V0446,A045,CVE-2024-21009,9.4,Critical,High,Yes,2026-08-22,7,Yes
V0447,A064,CVE-2024-21009,9.8,Critical,High,No,2026-07-30,30,Yes
V0448,A019,CVE-2023-30021,8.1,High,Medium,No,2026-08-04,25,Yes
V0449,A066,CVE-2024-20011,8.7,High,High,No,2026-07-19,41,Yes
V0450,A131,CVE-2024-20012,8.9,High,High,No,2026-07-28,32,Yes
V0451,A139,CVE-2025-10003,4.5,Medium,Low,No,2026-08-19,10,Yes
V0452,A021,CVE-2024-20012,5.9,Medium,Low,No,2026-07-28,32,No
V0453,A074,CVE-2024-20011,6.7,Medium,Medium,No,2026-07-31,29,Yes
V0454,A121,CVE-2025-10110,9.4,Critical,High,Yes,2026-07-20,40,Yes
V0455,A025,CVE-2025-10003,6.9,Medium,Medium,No,2026-07-16,44,Yes
V0456,A036,CVE-2024-21009,4.8,Medium,Low,No,2026-08-16,13,Yes
V0457,A089,CVE-2025-10003,9.7,Critical,High,No,2026-07-17,43,Yes
V0458,A115,CVE-2024-20011,5.6,Medium,Low,No,2026-08-15,14,Yes
V0459,A143,CVE-2024-20012,8.0,High,Medium,No,2026-08-07,22,Yes
V0460,A149,CVE-2025-10002,4.0,Medium,Low,No,2026-08-10,19,Yes
V0461,A074,CVE-2024-20011,7.8,High,Medium,No,2026-08-20,9,Yes
V0462,A137,CVE-2024-21009,5.3,Medium,Low,No,2026-07-25,35,Yes
V0463,A098,CVE-2024-20011,5.2,Medium,Low,No,2026-07-21,39,Yes
V0464,A141,CVE-2023-30021,4.2,Medium,Low,No,2026-08-13,16,Yes
V0465,A066,CVE-2025-10002,7.1,High,Medium,No,2026-07-09,51,Yes
V0466,A122,CVE-2025-10003,7.9,High,Medium,No,2026-07-25,35,Yes
V0467,A122,CVE-2025-10003,8.6,High,High,Yes,2026-08-01,28,Yes
V0468,A024,CVE-2025-10110,7.5,High,Medium,No,2026-07-31,29,Yes
V0469,A027,CVE-2025-10001,6.7,Medium,Medium,No,2026-08-15,14,Yes
V0470,A144,CVE-2025-10003,7.0,High,Medium,No,2026-07-26,34,Yes
V0471,A138,CVE-2024-20012,7.4,High,Medium,No,2026-08-12,17,Yes
V0472,A116,CVE-2025-10001,5.3,Medium,Low,No,2026-07-22,38,Yes
V0473,A107,CVE-2025-10002,9.2,Critical,High,No,2026-08-20,9,Yes
V0474,A012,CVE-2024-20011,4.9,Medium,Low,No,2026-07-12,48,Yes
V0475,A084,CVE-2023-30021,4.4,Medium,Low,No,2026-07-22,38,Yes
V0476,A038,CVE-2024-20011,6.9,Medium,Medium,No,2026-07-14,46,Yes
V0477,A092,CVE-2023-30021,4.6,Medium,Low,No,2026-08-09,20,Yes
V0478,A146,CVE-2025-10002,6.4,Medium,Medium,No,2026-08-11,18,Yes
V0479,A020,CVE-2025-10110,5.9,Medium,Low,No,2026-07-31,29,Yes
V0480,A074,CVE-2023-30021,6.5,Medium,Medium,No,2026-08-02,27,Yes
V0481,A022,CVE-2025-10003,5.4,Medium,Low,No,2026-08-09,20,Yes
V0482,A082,CVE-2024-21009,9.6,Critical,High,No,2026-07-26,34,No
V0483,A123,CVE-2024-20012,5.6,Medium,Low,No,2026-08-19,10,No
V0484,A075,CVE-2025-10110,4.6,Medium,Low,No,2026-08-11,18,Yes
V0485,A033,CVE-2025-10003,8.2,High,Medium,No,2026-07-12,48,Yes
V0486,A076,CVE-2024-20012,4.2,Medium,Low,No,2026-07-08,52,Yes
V0487,A024,CVE-2024-20011,7.2,High,Medium,No,2026-08-20,9,No
V0488,A134,CVE-2024-21009,7.7,High,Medium,No,2026-08-13,16,Yes
V0489,A017,CVE-2024-21009,9.0,Critical,High,Yes,2026-08-21,8,Yes
V0490,A018,CVE-2024-21009,4.8,Medium,Low,No,2026-07-10,50,Yes
V0491,A141,CVE-2025-10003,7.7,High,Medium,No,2026-07-07,53,Yes
V0492,A136,CVE-2025-10110,4.9,Medium,Low,No,2026-08-12,17,Yes
V0493,A075,CVE-2024-20012,8.6,High,High,No,2026-07-07,53,Yes
V0494,A096,CVE-2024-20011,7.9,High,Medium,No,2026-08-15,14,Yes
V0495,A058,CVE-2025-10003,7.6,High,Medium,No,2026-07-26,34,Yes
V0496,A008,CVE-2025-10002,9.2,Critical,High,Yes,2026-08-20,9,Yes
V0497,A033,CVE-2024-20011,5.2,Medium,Low,No,2026-07-11,49,Yes
V0498,A101,CVE-2023-30021,4.7,Medium,Low,No,2026-08-10,19,Yes
V0499,A123,CVE-2025-10110,4.2,Medium,Low,No,2026-07-11,49,No
V0500,A122,CVE-2025-10001,6.7,Medium,Medium,No,2026-07-07,53,Yes
V0501,A094,CVE-2025-10003,5.3,Medium,Low,No,2026-08-08,21,Yes
V0502,A066,CVE-2024-21009,6.8,Medium,Medium,No,2026-08-12,17,Yes
V0503,A032,CVE-2025-10001,6.0,Medium,Medium,No,2026-07-28,32,Yes
V0504,A044,CVE-2023-30021,7.6,High,Medium,No,2026-08-02,27,No
V0505,A022,CVE-2025-10002,5.1,Medium,Low,No,2026-07-09,51,Yes
V0506,A120,CVE-2025-10003,6.1,Medium,Medium,No,2026-07-20,40,Yes
V0507,A143,CVE-2025-10002,8.1,High,Medium,No,2026-08-21,8,Yes
V0508,A089,CVE-2024-20011,6.7,Medium,Medium,No,2026-07-05,55,Yes
V0509,A045,CVE-2025-10002,7.4,High,Medium,No,2026-07-11,49,Yes
V0510,A134,CVE-2025-10110,9.0,Critical,High,Yes,2026-07-03,57,Yes
V0511,A015,CVE-2024-20012,7.3,High,Medium,No,2026-08-05,24,Yes
V0512,A105,CVE-2023-30021,5.2,Medium,Low,No,2026-07-01,59,Yes
V0513,A092,CVE-2025-10002,7.5,High,Medium,No,2026-07-09,51,Yes
V0514,A024,CVE-2024-21009,9.7,Critical,High,Yes,2026-07-11,49,No
V0515,A102,CVE-2025-10001,6.6,Medium,Medium,No,2026-07-18,42,Yes
V0516,A104,CVE-2025-10110,4.1,Medium,Low,No,2026-08-21,8,No
V0517,A130,CVE-2025-10001,5.7,Medium,Low,No,2026-08-03,26,Yes
V0518,A109,CVE-2024-20012,5.2,Medium,Low,No,2026-07-01,59,Yes
V0519,A005,CVE-2025-10002,5.2,Medium,Low,No,2026-07-24,36,Yes
V0520,A023,CVE-2025-10001,6.1,Medium,Medium,No,2026-08-18,11,Yes
V0521,A018,CVE-2023-30021,7.8,High,Medium,No,2026-07-05,55,Yes
V0522,A008,CVE-2025-10001,9.3,Critical,High,Yes,2026-07-30,30,Yes
V0523,A053,CVE-2023-30021,4.8,Medium,Low,No,2026-07-19,41,Yes
V0524,A144,CVE-2025-10002,4.2,Medium,Low,No,2026-07-20,40,Yes
V0525,A104,CVE-2023-30021,6.1,Medium,Medium,No,2026-07-09,51,Yes
V0526,A146,CVE-2025-10001,4.1,Medium,Low,No,2026-07-14,46,Yes
V0527,A121,CVE-2024-20011,9.9,Critical,High,No,2026-07-10,50,Yes
V0528,A083,CVE-2024-21009,6.5,Medium,Medium,No,2026-07-16,44,Yes
V0529,A043,CVE-2025-10002,7.8,High,Medium,No,2026-07-16,44,Yes
V0530,A065,CVE-2025-10002,7.3,High,Medium,No,2026-07-31,29,No
V0531,A023,CVE-2025-10110,8.3,High,Medium,No,2026-07-23,37,Yes
V0532,A074,CVE-2023-30021,9.7,Critical,High,No,2026-07-14,46,Yes
V0533,A119,CVE-2023-30021,9.0,Critical,High,No,2026-07-31,29,Yes
V0534,A033,CVE-2024-20012,8.4,High,Medium,No,2026-08-09,20,Yes
V0535,A022,CVE-2025-10110,5.9,Medium,Low,No,2026-07-17,43,Yes
V0536,A081,CVE-2024-21009,4.9,Medium,Low,No,2026-08-13,16,Yes
V0537,A095,CVE-2024-21009,6.1,Medium,Medium,No,2026-07-30,30,Yes
V0538,A023,CVE-2025-10003,8.7,High,High,Yes,2026-07-01,59,Yes
V0539,A040,CVE-2025-10003,5.6,Medium,Low,No,2026-07-18,42,Yes
V0540,A099,CVE-2025-10110,5.8,Medium,Low,No,2026-08-17,12,Yes
V0541,A050,CVE-2025-10110,5.6,Medium,Low,No,2026-08-24,5,Yes
V0542,A135,CVE-2025-10110,9.3,Critical,High,Yes,2026-08-21,8,Yes
V0543,A055,CVE-2024-21009,5.6,Medium,Low,No,2026-07-24,36,Yes
V0544,A092,CVE-2025-10110,7.8,High,Medium,No,2026-07-27,33,Yes
V0545,A056,CVE-2024-20012,7.8,High,Medium,No,2026-07-18,42,Yes
V0546,A085,CVE-2025-10110,4.0,Medium,Low,No,2026-07-08,52,Yes
V0547,A147,CVE-2025-10001,9.5,Critical,High,Yes,2026-08-12,17,Yes
V0548,A111,CVE-2025-10110,4.9,Medium,Low,No,2026-08-04,25,Yes
V0549,A138,CVE-2025-10003,7.8,High,Medium,No,2026-07-03,57,Yes
V0550,A010,CVE-2025-10110,9.6,Critical,High,No,2026-07-22,38,Yes
V0551,A039,CVE-2025-10001,5.8,Medium,Low,No,2026-07-09,51,No
V0552,A014,CVE-2024-20012,7.8,High,Medium,No,2026-08-19,10,Yes
V0553,A135,CVE-2025-10003,6.4,Medium,Medium,No,2026-08-17,12,Yes
V0554,A056,CVE-2024-20012,5.7,Medium,Low,No,2026-07-20,40,Yes
V0555,A058,CVE-2025-10110,5.4,Medium,Low,No,2026-08-08,21,Yes
V0556,A062,CVE-2024-20012,6.6,Medium,Medium,No,2026-08-11,18,Yes
V0557,A004,CVE-2023-30021,8.5,High,High,No,2026-07-24,36,Yes
V0558,A111,CVE-2024-20012,7.8,High,Medium,No,2026-07-12,48,Yes
V0559,A032,CVE-2023-30021,5.3,Medium,Low,No,2026-08-06,23,No
V0560,A125,CVE-2025-10003,6.7,Medium,Medium,No,2026-08-17,12,No
V0561,A147,CVE-2025-10002,7.8,High,Medium,No,2026-07-18,42,No
V0562,A137,CVE-2025-10002,5.9,Medium,Low,No,2026-08-12,17,Yes
V0563,A113,CVE-2025-10110,8.4,High,Medium,No,2026-07-23,37,Yes
V0564,A042,CVE-2024-20011,6.8,Medium,Medium,No,2026-08-02,27,Yes
V0565,A105,CVE-2023-30021,5.1,Medium,Low,No,2026-07-12,48,Yes
V0566,A120,CVE-2024-21009,9.3,Critical,High,No,2026-08-05,24,Yes
V0567,A008,CVE-2025-10110,6.5,Medium,Medium,No,2026-07-27,33,Yes
V0568,A126,CVE-2025-10110,9.1,Critical,High,No,2026-08-17,12,Yes
V0569,A007,CVE-2024-20011,5.5,Medium,Low,No,2026-07-09,51,Yes
V0570,A050,CVE-2023-30021,6.6,Medium,Medium,No,2026-08-17,12,No
V0571,A064,CVE-2023-30021,6.6,Medium,Medium,No,2026-08-19,10,Yes
V0572,A127,CVE-2025-10110,9.6,Critical,High,No,2026-07-31,29,Yes
V0573,A091,CVE-2023-30021,8.2,High,Medium,No,2026-08-25,4,Yes
V0574,A114,CVE-2025-10002,4.5,Medium,Low,No,2026-07-07,53,Yes
V0575,A028,CVE-2023-30021,4.3,Medium,Low,No,2026-08-08,21,Yes
V0576,A022,CVE-2024-20012,8.5,High,High,Yes,2026-07-19,41,Yes
V0577,A131,CVE-2025-10003,8.8,High,High,No,2026-07-14,46,Yes
V0578,A068,CVE-2024-20012,7.7,High,Medium,No,2026-07-26,34,Yes
V0579,A005,CVE-2023-30021,7.6,High,Medium,No,2026-07-16,44,No
V0580,A077,CVE-2025-10110,4.4,Medium,Low,No,2026-08-05,24,Yes
V0581,A113,CVE-2023-30021,8.2,High,Medium,No,2026-07-27,33,Yes
V0582,A037,CVE-2024-20011,8.7,High,High,Yes,2026-07-31,29,Yes
V0583,A132,CVE-2025-10110,9.8,Critical,High,Yes,2026-08-18,11,Yes
V0584,A077,CVE-2025-10002,5.6,Medium,Low,No,2026-07-12,48,Yes
V0585,A132,CVE-2025-10001,7.6,High,Medium,No,2026-08-14,15,Yes
V0586,A002,CVE-2025-10001,5.1,Medium,Low,No,2026-07-17,43,Yes
V0587,A039,CVE-2025-10003,8.9,High,High,No,2026-07-30,30,Yes
V0588,A043,CVE-2023-30021,8.3,High,Medium,No,2026-07-13,47,Yes
V0589,A110,CVE-2025-10110,5.6,Medium,Low,No,2026-07-03,57,No
V0590,A079,CVE-2025-10001,7.1,High,Medium,No,2026-08-06,23,Yes
V0591,A086,CVE-2024-20011,6.1,Medium,Medium,No,2026-07-26,34,Yes
V0592,A146,CVE-2025-10110,9.3,Critical,High,No,2026-08-09,20,Yes
V0593,A079,CVE-2023-30021,7.4,High,Medium,No,2026-08-16,13,Yes
V0594,A011,CVE-2024-20011,9.4,Critical,High,Yes,2026-07-04,56,No
V0595,A078,CVE-2025-10001,9.8,Critical,High,No,2026-08-24,5,Yes
V0596,A040,CVE-2025-10003,4.8,Medium,Low,No,2026-07-16,44,Yes
V0597,A106,CVE-2025-10002,7.3,High,Medium,No,2026-08-11,18,Yes
V0598,A055,CVE-2024-21009,5.0,Medium,Low,No,2026-08-09,20,Yes
V0599,A086,CVE-2025-10001,7.0,High,Medium,No,2026-07-03,57,Yes
V0600,A084,CVE-2024-21009,4.4,Medium,Low,No,2026-07-11,49,No
