control_id,asset_id,status,coverage,maturity,last_assessed
C001,A064,Partially Implemented,0.23,1.8,2026-08-20
C002,A064,Implemented,0.99,3.6,2026-08-20
C003,A064,Implemented,0.74,4.6,2026-08-20
C004,A064,Implemented,0.76,3.5,2026-08-20
C005,A064,Implemented,0.91,3.2,2026-08-20
C006,A064,Implemented,0.82,3.2,2026-08-20
C009,A064,Implemented,0.9,3.7,2026-08-20
C010,A064,Implemented,0.61,2.6,2026-08-20
C001,A065,Implemented,0.96,3.3,2026-08-20
C003,A065,Implemented,0.97,2.9,2026-08-20
C004,A065,Partially Implemented,0.67,1.8,2026-08-20
C005,A065,Implemented,0.9,2.9,2026-08-20
C006,A065,Not Implemented,0.0,0.0,2026-08-20
C009,A065,Partially Implemented,0.66,1.9,2026-08-20
C010,A065,Not Implemented,0.0,0.0,2026-08-20
C001,A066,Implemented,0.61,2.5,2026-08-20
C002,A066,Not Implemented,0.0,0.0,2026-08-20
C003,A066,Partially Implemented,0.68,1.6,2026-08-20
C004,A066,Not Implemented,0.0,0.0,2026-08-20
C005,A066,Implemented,1.0,2.8,2026-08-20
C006,A066,Implemented,0.64,2.9,2026-08-20
C009,A066,Implemented,0.8,4.3,2026-08-20
C010,A066,Partially Implemented,0.28,1.1,2026-08-20
C001,A067,Implemented,0.96,2.6,2026-08-20
C002,A067,Not Implemented,0.0,0.0,2026-08-20
C003,A067,Not Implemented,0.0,0.0,2026-08-20
C004,A067,Implemented,0.92,2.5,2026-08-20
C005,A067,Implemented,0.99,3.3,2026-08-20
C006,A067,Partially Implemented,0.49,2.2,2026-08-20
C009,A067,Not Implemented,0.0,0.0,2026-08-20
C010,A067,Partially Implemented,0.38,1.5,2026-08-20
C001,A068,Implemented,0.72,3.5,2026-08-20
C002,A068,Partially Implemented,0.67,2.5,2026-08-20
C003,A068,Implemented,0.71,3.7,2026-08-20
C004,A068,Partially Implemented,0.22,2.8,2026-08-20
C005,A068,Implemented,0.85,4.3,2026-08-20
C006,A068,Implemented,0.89,3.5,2026-08-20
C007,A068,Not Implemented,0.0,0.0,2026-08-20
C009,A068,Implemented,0.7,4.6,2026-08-20
C010,A068,Not Implemented,0.0,0.0,2026-08-20
C001,A069,Implemented,0.69,3.6,2026-08-20
C002,A069,Partially Implemented,0.37,2.1,2026-08-20
C003,A069,Implemented,0.78,2.8,2026-08-20
C004,A069,Implemented,0.97,4.5,2026-08-20
C005,A069,Implemented,0.69,3.7,2026-08-20
C006,A069,Partially Implemented,0.46,1.3,2026-08-20
C009,A069,Implemented,0.89,2.6,2026-08-20
C010,A069,Partially Implemented,0.45,1.1,2026-08-20
C001,A070,Partially Implemented,0.64,2.5,2026-08-20
C002,A070,Partially Implemented,0.33,2.3,2026-08-20
C003,A070,Partially Implemented,0.26,2.5,2026-08-20
C004,A070,Implemented,0.68,4.1,2026-08-20
C005,A070,Not Implemented,0.0,0.0,2026-08-20
C006,A070,Partially Implemented,0.46,1.7,2026-08-20
C007,A070,Implemented,0.9,2.9,2026-08-20
C009,A070,Partially Implemented,0.68,2.0,2026-08-20
C010,A070,Implemented,0.99,2.5,2026-08-20
C001,A071,Not Implemented,0.0,0.0,2026-08-20
C003,A071,Not Implemented,0.0,0.0,2026-08-20
C004,A071,Implemented,0.72,3.0,2026-08-20
C005,A071,Implemented,0.79,2.9,2026-08-20
C006,A071,Implemented,0.67,3.1,2026-08-20
C009,A071,Implemented,0.97,2.5,2026-08-20
C010,A071,Implemented,0.72,3.3,2026-08-20
C001,A072,Implemented,0.66,3.7,2026-08-20
C002,A072,Not Implemented,0.0,0.0,2026-08-20
C003,A072,Not Implemented,0.0,0.0,2026-08-20
C004,A072,Implemented,0.92,4.7,2026-08-20
C005,A072,Implemented,0.63,4.1,2026-08-20
C006,A072,Not Implemented,0.0,0.0,2026-08-20
C009,A072,Implemented,0.99,3.7,2026-08-20
C010,A072,Implemented,0.73,3.6,2026-08-20
C001,A073,Implemented,0.72,3.0,2026-08-20
C002,A073,Partially Implemented,0.25,1.4,2026-08-20
C003,A073,Not Implemented,0.0,0.0,2026-08-20
C004,A073,Partially Implemented,0.35,2.3,2026-08-20
C005,A073,Partially Implemented,0.51,2.7,2026-08-20
C006,A073,Partially Implemented,0.65,2.1,2026-08-20
C009,A073,Implemented,0.95,3.0,2026-08-20
C010,A073,Implemented,0.63,2.6,2026-08-20
C001,A074,Implemented,0.93,3.3,2026-08-20
C003,A074,Partially Implemented,0.39,1.7,2026-08-20
C004,A074,Implemented,0.75,4.5,2026-08-20
C005,A074,Implemented,0.65,2.5,2026-08-20
C006,A074,Implemented,0.75,4.4,2026-08-20
C009,A074,Implemented,0.82,3.4,2026-08-20
C010,A074,Implemented,0.93,3.3,2026-08-20
C001,A075,Not Implemented,0.0,0.0,2026-08-20
C003,A075,Implemented,0.88,4.5,2026-08-20
C004,A075,Implemented,0.68,2.8,2026-08-20
C005,A075,Partially Implemented,0.49,1.5,2026-08-20
C006,A075,Not Implemented,0.0,0.0,2026-08-20
C009,A075,Implemented,1.0,3.8,2026-08-20
C010,A075,Partially Implemented,0.43,1.1,2026-08-20
C001,A076,Implemented,0.94,2.6,2026-08-20
C002,A076,Implemented,0.67,4.4,2026-08-20
C003,A076,Implemented,0.63,3.3,2026-08-20
C004,A076,Implemented,0.94,4.7,2026-08-20
C005,A076,Not Implemented,0.0,0.0,2026-08-20
C006,A076,Implemented,0.66,4.2,2026-08-20
C007,A076,Implemented,0.95,3.3,2026-08-20
C009,A076,Implemented,0.66,4.0,2026-08-20
C010,A076,Not Implemented,0.0,0.0,2026-08-20
C001,A077,Not Implemented,0.0,0.0,2026-08-20
C002,A077,Partially Implemented,0.29,2.7,2026-08-20
C003,A077,Partially Implemented,0.41,2.1,2026-08-20
C004,A077,Implemented,0.77,4.1,2026-08-20
C005,A077,Partially Implemented,0.3,1.0,2026-08-20
C006,A077,Implemented,0.63,2.7,2026-08-20
C009,A077,Not Implemented,0.0,0.0,2026-08-20
C010,A077,Partially Implemented,0.65,1.4,2026-08-20
C001,A078,Implemented,0.69,4.2,2026-08-20
C002,A078,Implemented,1.0,4.5,2026-08-20
C003,A078,Implemented,0.95,3.2,2026-08-20
C004,A078,Implemented,0.93,4.6,2026-08-20
C005,A078,Implemented,0.72,3.7,2026-08-20
C006,A078,Not Implemented,0.0,0.0,2026-08-20
C009,A078,Implemented,0.73,4.3,2026-08-20
C010,A078,Implemented,0.98,4.8,2026-08-20
C001,A079,Implemented,0.66,4.4,2026-08-20
C002,A079,Not Implemented,0.0,0.0,2026-08-20
C003,A079,Implemented,0.72,4.2,2026-08-20
C004,A079,Implemented,0.62,3.7,2026-08-20
C005,A079,Partially Implemented,0.66,2.3,2026-08-20
C006,A079,Implemented,0.78,3.2,2026-08-20
C009,A079,Implemented,0.84,4.1,2026-08-20
C010,A079,Implemented,0.92,3.2,2026-08-20
C001,A080,Not Implemented,0.0,0.0,2026-08-20
C002,A080,Not Implemented,0.0,0.0,2026-08-20
C003,A080,Implemented,0.99,3.2,2026-08-20
C004,A080,Partially Implemented,0.66,1.5,2026-08-20
C005,A080,Not Implemented,0.0,0.0,2026-08-20
C006,A080,Partially Implemented,0.49,1.7,2026-08-20
C007,A080,Partially Implemented,0.25,1.5,2026-08-20
C009,A080,Implemented,0.72,4.5,2026-08-20
C010,A080,Not Implemented,0.0,0.0,2026-08-20
C001,A081,Implemented,0.71,4.5,2026-08-20
C002,A081,Not Implemented,0.0,0.0,2026-08-20
C003,A081,Partially Implemented,0.7,2.0,2026-08-20
C004,A081,Partially Implemented,0.23,2.0,2026-08-20
C005,A081,Not Implemented,0.0,0.0,2026-08-20
C006,A081,Implemented,0.62,3.6,2026-08-20
C009,A081,Partially Implemented,0.41,2.8,2026-08-20
C010,A081,Not Implemented,0.0,0.0,2026-08-20
C001,A082,Not Implemented,0.0,0.0,2026-08-20
C002,A082,Implemented,0.65,3.4,2026-08-20
C003,A082,Implemented,0.95,3.1,2026-08-20
C004,A082,Not Implemented,0.0,0.0,2026-08-20
C005,A082,Implemented,0.6,3.4,2026-08-20
C006,A082,Not Implemented,0.0,0.0,2026-08-20
C007,A082,Not Implemented,0.0,0.0,2026-08-20
C009,A082,Implemented,0.9,4.6,2026-08-20
C010,A082,Implemented,0.99,3.5,2026-08-20
C001,A083,Implemented,0.75,3.3,2026-08-20
C002,A083,Implemented,0.7,3.5,2026-08-20
C003,A083,Not Implemented,0.0,0.0,2026-08-20
C004,A083,Implemented,0.94,3.9,2026-08-20
C005,A083,Implemented,0.79,2.9,2026-08-20
C006,A083,Not Implemented,0.0,0.0,2026-08-20
C007,A083,Not Implemented,0.0,0.0,2026-08-20
C009,A083,Implemented,0.95,3.2,2026-08-20
C010,A083,Partially Implemented,0.23,2.4,2026-08-20
C001,A084,Partially Implemented,0.37,1.8,2026-08-20
C002,A084,Partially Implemented,0.44,2.5,2026-08-20
C003,A084,Not Implemented,0.0,0.0,2026-08-20
C004,A084,Implemented,0.87,2.9,2026-08-20
C005,A084,Implemented,0.76,3.4,2026-08-20
C006,A084,Implemented,0.87,4.7,2026-08-20
C009,A084,Not Implemented,0.0,0.0,2026-08-20
C010,A084,Implemented,0.94,4.1,2026-08-20
C001,A085,Partially Implemented,0.23,1.4,2026-08-20
C003,A085,Implemented,0.77,4.1,2026-08-20
C004,A085,Not Implemented,0.0,0.0,2026-08-20
C005,A085,Implemented,0.85,4.7,2026-08-20
C006,A085,Not Implemented,0.0,0.0,2026-08-20
C009,A085,Implemented,0.81,3.0,2026-08-20
C010,A085,Partially Implemented,0.4,2.3,2026-08-20
C001,A086,Partially Implemented,0.33,2.0,2026-08-20
C002,A086,Partially Implemented,0.58,1.2,2026-08-20
C003,A086,Partially Implemented,0.56,1.1,2026-08-20
C004,A086,Not Implemented,0.0,0.0,2026-08-20
C005,A086,Implemented,1.0,2.7,2026-08-20
C006,A086,Implemented,0.68,3.3,2026-08-20
C009,A086,Not Implemented,0.0,0.0,2026-08-20
C010,A086,Partially Implemented,0.66,1.3,2026-08-20
C001,A087,Not Implemented,0.0,0.0,2026-08-20
C002,A087,Not Implemented,0.0,0.0,2026-08-20
C003,A087,Not Implemented,0.0,0.0,2026-08-20
C004,A087,Not Implemented,0.0,0.0,2026-08-20
C005,A087,Not Implemented,0.0,0.0,2026-08-20
C006,A087,Not Implemented,0.0,0.0,2026-08-20
C007,A087,Implemented,0.77,3.0,2026-08-20
C009,A087,Not Implemented,0.0,0.0,2026-08-20
C010,A087,Not Implemented,0.0,0.0,2026-08-20
C001,A088,Not Implemented,0.0,0.0,2026-08-20
C002,A088,Implemented,0.92,4.1,2026-08-20
C003,A088,Implemented,0.98,4.7,2026-08-20
C004,A088,Not Implemented,0.0,0.0,2026-08-20
C005,A088,Not Implemented,0.0,0.0,2026-08-20
C006,A088,Implemented,0.99,2.6,2026-08-20
C009,A088,Partially Implemented,0.38,1.6,2026-08-20
C010,A088,Implemented,0.76,4.4,2026-08-20
C001,A089,Implemented,0.66,3.7,2026-08-20
C002,A089,Implemented,0.62,3.0,2026-08-20
C003,A089,Not Implemented,0.0,0.0,2026-08-20
C004,A089,Implemented,0.86,4.4,2026-08-20
C005,A089,Implemented,0.77,3.5,2026-08-20
C006,A089,Partially Implemented,0.6,1.2,2026-08-20
C009,A089,Implemented,0.88,4.3,2026-08-20
C010,A089,Not Implemented,0.0,0.0,2026-08-20
C001,A090,Not Implemented,0.0,0.0,2026-08-20
C002,A090,Implemented,0.61,4.2,2026-08-20
C003,A090,Implemented,0.66,3.5,2026-08-20
C004,A090,Implemented,0.61,2.6,2026-08-20
C005,A090,Not Implemented,0.0,0.0,2026-08-20
C006,A090,Implemented,0.64,3.2,2026-08-20
C007,A090,Partially Implemented,0.29,2.0,2026-08-20
C009,A090,Implemented,0.77,4.0,2026-08-20
C010,A090,Implemented,0.9,4.3,2026-08-20
C001,A091,Implemented,0.69,2.7,2026-08-20
C002,A091,Implemented,0.91,3.2,2026-08-20
C003,A091,Not Implemented,0.0,0.0,2026-08-20
C004,A091,Implemented,0.65,2.8,2026-08-20
C005,A091,Partially Implemented,0.36,1.1,2026-08-20
C006,A091,Partially Implemented,0.66,2.5,2026-08-20
C009,A091,Implemented,0.8,3.6,2026-08-20
C010,A091,Partially Implemented,0.31,2.0,2026-08-20
C001,A092,Implemented,0.61,4.5,2026-08-20
C002,A092,Implemented,0.78,3.8,2026-08-20
C003,A092,Partially Implemented,0.27,2.0,2026-08-20
C004,A092,Implemented,0.78,4.2,2026-08-20
C005,A092,Partially Implemented,0.42,2.1,2026-08-20
C006,A092,Not Implemented,0.0,0.0,2026-08-20
C009,A092,Not Implemented,0.0,0.0,2026-08-20
C010,A092,Partially Implemented,0.4,2.8,2026-08-20
C001,A093,Partially Implemented,0.24,2.7,2026-08-20
C002,A093,Implemented,0.72,3.3,2026-08-20
C003,A093,Implemented,0.72,2.7,2026-08-20
C004,A093,Not Implemented,0.0,0.0,2026-08-20
C005,A093,Implemented,0.74,3.2,2026-08-20
C006,A093,Implemented,0.7,4.7,2026-08-20
C009,A093,Implemented,0.64,4.7,2026-08-20
C010,A093,Partially Implemented,0.25,2.0,2026-08-20
C001,A094,Implemented,0.76,2.8,2026-08-20
C002,A094,Implemented,0.6,4.1,2026-08-20
C003,A094,Not Implemented,0.0,0.0,2026-08-20
C004,A094,Not Implemented,0.0,0.0,2026-08-20
C005,A094,Implemented,0.91,3.7,2026-08-20
C006,A094,Implemented,0.71,4.8,2026-08-20
C009,A094,Implemented,0.69,4.6,2026-08-20
C010,A094,Implemented,0.73,4.0,2026-08-20
C001,A095,Not Implemented,0.0,0.0,2026-08-20
C002,A095,Implemented,0.65,2.6,2026-08-20
C003,A095,Not Implemented,0.0,0.0,2026-08-20
C004,A095,Not Implemented,0.0,0.0,2026-08-20
C005,A095,Not Implemented,0.0,0.0,2026-08-20
C006,A095,Implemented,0.76,3.9,2026-08-20
C009,A095,Not Implemented,0.0,0.0,2026-08-20
C010,A095,Not Implemented,0.0,0.0,2026-08-20
C001,A096,Implemented,0.81,3.3,2026-08-20
C002,A096,Implemented,0.98,3.1,2026-08-20
C003,A096,Not Implemented,0.0,0.0,2026-08-20
C004,A096,Implemented,0.99,4.4,2026-08-20
C005,A096,Partially Implemented,0.69,2.3,2026-08-20
C006,A096,Implemented,0.68,3.2,2026-08-20
C008,A096,Implemented,0.61,3.9,2026-08-20
C009,A096,Partially Implemented,0.48,1.3,2026-08-20
C010,A096,Partially Implemented,0.66,1.5,2026-08-20
C001,A097,Not Implemented,0.0,0.0,2026-08-20
C002,A097,Implemented,0.95,2.6,2026-08-20
C003,A097,Not Implemented,0.0,0.0,2026-08-20
C004,A097,Partially Implemented,0.54,1.3,2026-08-20
C005,A097,Not Implemented,0.0,0.0,2026-08-20
C006,A097,Not Implemented,0.0,0.0,2026-08-20
C009,A097,Implemented,0.67,3.3,2026-08-20
C010,A097,Implemented,0.92,4.4,2026-08-20
C001,A098,Not Implemented,0.0,0.0,2026-08-20
C002,A098,Partially Implemented,0.42,2.6,2026-08-20
C003,A098,Implemented,0.8,4.2,2026-08-20
C004,A098,Implemented,0.98,3.7,2026-08-20
C005,A098,Implemented,0.71,4.0,2026-08-20
C006,A098,Partially Implemented,0.53,1.1,2026-08-20
C009,A098,Not Implemented,0.0,0.0,2026-08-20
C010,A098,Partially Implemented,0.34,1.5,2026-08-20
C001,A099,Partially Implemented,0.21,1.1,2026-08-20
C003,A099,Not Implemented,0.0,0.0,2026-08-20
C004,A099,Partially Implemented,0.47,2.4,2026-08-20
C005,A099,Not Implemented,0.0,0.0,2026-08-20
C006,A099,Implemented,0.97,4.2,2026-08-20
C009,A099,Partially Implemented,0.54,1.1,2026-08-20
C010,A099,Not Implemented,0.0,0.0,2026-08-20
C001,A100,Not Implemented,0.0,0.0,2026-08-20
C002,A100,Not Implemented,0.0,0.0,2026-08-20
C003,A100,Partially Implemented,0.5,2.9,2026-08-20
C004,A100,Not Implemented,0.0,0.0,2026-08-20
C005,A100,Partially Implemented,0.54,1.7,2026-08-20
C006,A100,Not Implemented,0.0,0.0,2026-08-20
C009,A100,Partially Implemented,0.27,2.3,2026-08-20
C010,A100,Partially Implemented,0.38,1.4,2026-08-20
C001,A101,Not Implemented,0.0,0.0,2026-08-20
C002,A101,Not Implemented,0.0,0.0,2026-08-20
C003,A101,Not Implemented,0.0,0.0,2026-08-20
C004,A101,Not Implemented,0.0,0.0,2026-08-20
C005,A101,Not Implemented,0.0,0.0,2026-08-20
C006,A101,Implemented,0.71,4.7,2026-08-20
C008,A101,Not Implemented,0.0,0.0,2026-08-20
C009,A101,Not Implemented,0.0,0.0,2026-08-20
C010,A101,Not Implemented,0.0,0.0,2026-08-20
C001,A102,Implemented,0.8,4.6,2026-08-20
C002,A102,Not Implemented,0.0,0.0,2026-08-20
C003,A102,Implemented,0.96,3.6,2026-08-20
C004,A102,Implemented,0.82,2.7,2026-08-20
C005,A102,Partially Implemented,0.69,1.7,2026-08-20
C006,A102,Implemented,0.83,3.6,2026-08-20
C009,A102,Not Implemented,0.0,0.0,2026-08-20
C010,A102,Not Implemented,0.0,0.0,2026-08-20
C001,A103,Implemented,0.84,3.6,2026-08-20
C003,A103,Implemented,0.94,3.5,2026-08-20
C004,A103,Implemented,0.8,4.6,2026-08-20
C005,A103,Not Implemented,0.0,0.0,2026-08-20
C006,A103,Partially Implemented,0.58,2.2,2026-08-20
C009,A103,Not Implemented,0.0,0.0,2026-08-20
C010,A103,Implemented,0.74,4.6,2026-08-20
C001,A104,Implemented,0.93,3.5,2026-08-20
C002,A104,Implemented,0.64,4.8,2026-08-20
C003,A104,Implemented,0.92,3.7,2026-08-20
C004,A104,Implemented,0.74,4.2,2026-08-20
C005,A104,Implemented,0.76,2.7,2026-08-20
C006,A104,Partially Implemented,0.53,2.5,2026-08-20
C009,A104,Not Implemented,0.0,0.0,2026-08-20
C010,A104,Not Implemented,0.0,0.0,2026-08-20
C001,A105,Not Implemented,0.0,0.0,2026-08-20
C002,A105,Implemented,0.74,2.5,2026-08-20
C003,A105,Partially Implemented,0.23,1.1,2026-08-20
C004,A105,Partially Implemented,0.55,2.1,2026-08-20
C005,A105,Partially Implemented,0.47,2.3,2026-08-20
C006,A105,Not Implemented,0.0,0.0,2026-08-20
C007,A105,Not Implemented,0.0,0.0,2026-08-20
C009,A105,Partially Implemented,0.3,2.3,2026-08-20
C010,A105,Implemented,0.76,4.5,2026-08-20
C001,A106,Implemented,0.82,2.5,2026-08-20
C002,A106,Implemented,0.83,3.7,2026-08-20
C003,A106,Not Implemented,0.0,0.0,2026-08-20
C004,A106,Implemented,0.89,2.6,2026-08-20
C005,A106,Partially Implemented,0.64,1.9,2026-08-20
C006,A106,Implemented,0.63,2.6,2026-08-20
C009,A106,Implemented,0.73,4.5,2026-08-20
C010,A106,Not Implemented,0.0,0.0,2026-08-20
C001,A107,Not Implemented,0.0,0.0,2026-08-20
C002,A107,Implemented,0.86,2.6,2026-08-20
C003,A107,Implemented,0.8,4.6,2026-08-20
C004,A107,Implemented,0.6,2.8,2026-08-20
C005,A107,Not Implemented,0.0,0.0,2026-08-20
C006,A107,Not Implemented,0.0,0.0,2026-08-20
C008,A107,Implemented,0.97,2.6,2026-08-20
C009,A107,Implemented,0.96,3.0,2026-08-20
C010,A107,Implemented,0.81,2.6,2026-08-20
C001,A108,Not Implemented,0.0,0.0,2026-08-20
C002,A108,Partially Implemented,0.31,1.4,2026-08-20
C003,A108,Partially Implemented,0.29,1.9,2026-08-20
C004,A108,Implemented,0.68,2.5,2026-08-20
C005,A108,Implemented,0.81,3.8,2026-08-20
C006,A108,Not Implemented,0.0,0.0,2026-08-20
C009,A108,Not Implemented,0.0,0.0,2026-08-20
C010,A108,Not Implemented,0.0,0.0,2026-08-20
C001,A109,Implemented,0.85,4.3,2026-08-20
C002,A109,Not Implemented,0.0,0.0,2026-08-20
C003,A109,Partially Implemented,0.27,1.7,2026-08-20
C004,A109,Partially Implemented,0.39,1.7,2026-08-20
C005,A109,Not Implemented,0.0,0.0,2026-08-20
C006,A109,Partially Implemented,0.49,2.9,2026-08-20
C009,A109,Not Implemented,0.0,0.0,2026-08-20
C010,A109,Implemented,0.86,2.9,2026-08-20
C001,A110,Implemented,0.65,3.7,2026-08-20
C002,A110,Implemented,0.79,4.3,2026-08-20
C003,A110,Implemented,0.8,4.7,2026-08-20
C004,A110,Implemented,0.83,3.0,2026-08-20
C005,A110,Not Implemented,0.0,0.0,2026-08-20
C006,A110,Implemented,0.77,4.0,2026-08-20
C009,A110,Not Implemented,0.0,0.0,2026-08-20
C010,A110,Partially Implemented,0.7,2.0,2026-08-20
C001,A111,Not Implemented,0.0,0.0,2026-08-20
C003,A111,Partially Implemented,0.32,2.5,2026-08-20
C004,A111,Implemented,0.81,3.7,2026-08-20
C005,A111,Implemented,0.83,4.6,2026-08-20
C006,A111,Implemented,0.76,2.6,2026-08-20
C009,A111,Implemented,0.68,4.6,2026-08-20
C010,A111,Partially Implemented,0.48,2.0,2026-08-20
C001,A112,Not Implemented,0.0,0.0,2026-08-20
C003,A112,Not Implemented,0.0,0.0,2026-08-20
C004,A112,Not Implemented,0.0,0.0,2026-08-20
C005,A112,Implemented,0.79,2.8,2026-08-20
C006,A112,Partially Implemented,0.5,1.2,2026-08-20
C009,A112,Partially Implemented,0.52,2.1,2026-08-20
C010,A112,Partially Implemented,0.5,2.6,2026-08-20
C001,A113,Implemented,0.69,4.2,2026-08-20
C002,A113,Implemented,0.77,2.8,2026-08-20
C003,A113,Implemented,0.6,4.6,2026-08-20
C004,A113,Implemented,0.9,3.8,2026-08-20
C005,A113,Implemented,0.8,3.6,2026-08-20
C006,A113,Not Implemented,0.0,0.0,2026-08-20
C009,A113,Implemented,0.83,2.6,2026-08-20
C010,A113,Partially Implemented,0.44,2.7,2026-08-20
C001,A114,Implemented,0.61,4.6,2026-08-20
C002,A114,Implemented,0.76,3.4,2026-08-20
C003,A114,Implemented,0.66,2.7,2026-08-20
C004,A114,Implemented,0.99,3.0,2026-08-20
C005,A114,Implemented,0.97,3.2,2026-08-20
C006,A114,Partially Implemented,0.41,2.7,2026-08-20
C007,A114,Not Implemented,0.0,0.0,2026-08-20
C009,A114,Partially Implemented,0.56,1.7,2026-08-20
C010,A114,Implemented,0.73,3.3,2026-08-20
C001,A115,Implemented,0.8,4.7,2026-08-20
C002,A115,Not Implemented,0.0,0.0,2026-08-20
C003,A115,Partially Implemented,0.46,2.3,2026-08-20
C004,A115,Implemented,0.65,4.1,2026-08-20
C005,A115,Implemented,0.95,2.5,2026-08-20
C006,A115,Partially Implemented,0.47,2.0,2026-08-20
C009,A115,Partially Implemented,0.38,2.5,2026-08-20
C010,A115,Not Implemented,0.0,0.0,2026-08-20
C001,A116,Implemented,0.81,3.4,2026-08-20
C002,A116,Implemented,0.94,3.3,2026-08-20
C003,A116,Implemented,0.88,3.0,2026-08-20
C004,A116,Not Implemented,0.0,0.0,2026-08-20
C005,A116,Partially Implemented,0.53,1.9,2026-08-20
C006,A116,Not Implemented,0.0,0.0,2026-08-20
C009,A116,Not Implemented,0.0,0.0,2026-08-20
C010,A116,Not Implemented,0.0,0.0,2026-08-20
C001,A117,Implemented,0.83,4.3,2026-08-20
C002,A117,Implemented,0.86,3.9,2026-08-20
C003,A117,Partially Implemented,0.62,2.8,2026-08-20
C004,A117,Partially Implemented,0.67,2.6,2026-08-20
C005,A117,Not Implemented,0.0,0.0,2026-08-20
C006,A117,Not Implemented,0.0,0.0,2026-08-20
C009,A117,Not Implemented,0.0,0.0,2026-08-20
C010,A117,Not Implemented,0.0,0.0,2026-08-20
C001,A118,Implemented,0.64,3.2,2026-08-20
C002,A118,Not Implemented,0.0,0.0,2026-08-20
C003,A118,Implemented,0.76,2.7,2026-08-20
C004,A118,Implemented,0.82,2.7,2026-08-20
C005,A118,Not Implemented,0.0,0.0,2026-08-20
C006,A118,Not Implemented,0.0,0.0,2026-08-20
C009,A118,Not Implemented,0.0,0.0,2026-08-20
C010,A118,Implemented,0.87,2.8,2026-08-20
C001,A119,Implemented,0.93,3.1,2026-08-20
C002,A119,Implemented,0.8,2.7,2026-08-20
C003,A119,Not Implemented,0.0,0.0,2026-08-20
C004,A119,Implemented,0.93,4.0,2026-08-20
C005,A119,Implemented,0.69,2.9,2026-08-20
C006,A119,Not Implemented,0.0,0.0,2026-08-20
C009,A119,Implemented,0.75,3.4,2026-08-20
C010,A119,Implemented,0.66,2.6,2026-08-20
C001,A120,Partially Implemented,0.2,2.1,2026-08-20
C002,A120,Partially Implemented,0.6,1.9,2026-08-20
C003,A120,Partially Implemented,0.33,2.5,2026-08-20
C004,A120,Partially Implemented,0.64,1.6,2026-08-20
C005,A120,Implemented,0.62,3.6,2026-08-20
C006,A120,Partially Implemented,0.67,2.2,2026-08-20
C008,A120,Implemented,0.88,2.6,2026-08-20
C009,A120,Implemented,0.61,4.1,2026-08-20
C010,A120,Implemented,0.64,2.8,2026-08-20
C001,A121,Not Implemented,0.0,0.0,2026-08-20
C003,A121,Implemented,0.64,4.3,2026-08-20
C004,A121,Not Implemented,0.0,0.0,2026-08-20
C005,A121,Implemented,0.66,3.4,2026-08-20
C006,A121,Implemented,0.7,3.0,2026-08-20
C009,A121,Not Implemented,0.0,0.0,2026-08-20
C010,A121,Implemented,0.72,4.2,2026-08-20
C001,A122,Partially Implemented,0.3,1.6,2026-08-20
C002,A122,Not Implemented,0.0,0.0,2026-08-20
C003,A122,Implemented,0.69,4.6,2026-08-20
C004,A122,Partially Implemented,0.3,2.7,2026-08-20
C005,A122,Not Implemented,0.0,0.0,2026-08-20
C006,A122,Implemented,0.72,3.0,2026-08-20
C009,A122,Partially Implemented,0.33,2.7,2026-08-20
C010,A122,Implemented,0.91,3.0,2026-08-20
C001,A123,Implemented,0.74,3.0,2026-08-20
C003,A123,Implemented,0.92,4.0,2026-08-20
C004,A123,Implemented,0.74,3.4,2026-08-20
C005,A123,Not Implemented,0.0,0.0,2026-08-20
C006,A123,Not Implemented,0.0,0.0,2026-08-20
C009,A123,Implemented,0.96,3.5,2026-08-20
C010,A123,Implemented,0.65,2.7,2026-08-20
C001,A124,Not Implemented,0.0,0.0,2026-08-20
C002,A124,Implemented,0.91,4.4,2026-08-20
C003,A124,Implemented,0.89,4.3,2026-08-20
C004,A124,Partially Implemented,0.49,2.5,2026-08-20
C005,A124,Not Implemented,0.0,0.0,2026-08-20
C006,A124,Implemented,0.64,4.8,2026-08-20
C008,A124,Not Implemented,0.0,0.0,2026-08-20
C009,A124,Implemented,0.78,4.1,2026-08-20
C010,A124,Partially Implemented,0.34,2.1,2026-08-20
C001,A125,Partially Implemented,0.33,2.2,2026-08-20
C002,A125,Implemented,0.71,4.5,2026-08-20
C003,A125,Partially Implemented,0.47,1.8,2026-08-20
C004,A125,Implemented,0.79,4.4,2026-08-20
C005,A125,Partially Implemented,0.56,1.4,2026-08-20
C006,A125,Implemented,0.77,3.9,2026-08-20
C009,A125,Implemented,0.72,4.0,2026-08-20
C010,A125,Implemented,1.0,3.3,2026-08-20
C001,A126,Partially Implemented,0.51,2.6,2026-08-20
C002,A126,Not Implemented,0.0,0.0,2026-08-20
C003,A126,Implemented,0.65,3.1,2026-08-20
C004,A126,Implemented,0.61,4.6,2026-08-20
C005,A126,Partially Implemented,0.48,2.6,2026-08-20
C006,A126,Implemented,0.77,4.7,2026-08-20
C009,A126,Implemented,0.66,3.9,2026-08-20
C010,A126,Not Implemented,0.0,0.0,2026-08-20
C001,A127,Implemented,0.89,3.3,2026-08-20
C002,A127,Partially Implemented,0.25,2.1,2026-08-20
C003,A127,Implemented,1.0,4.1,2026-08-20
C004,A127,Implemented,0.98,3.3,2026-08-20
