impact_id,threat_id,asset_type,impact_type,min_value,likely_value,max_value,unit,confidence,source,last_updated
IA_T005_ENDPOINT_RECOVERY,T005,Endpoint,recovery,200000.0,700000.0,2500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T005_ENDPOINT_DOWNTIME,T005,Endpoint,downtime,1.0,4.0,16.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T005_ENDPOINT_DATA_LOSS,T005,Endpoint,data_loss,100000.0,700000.0,3000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T005_ENDPOINT_REGULATORY,T005,Endpoint,regulatory,0.0,300000.0,2000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T005_ENDPOINT_REPUTATION,T005,Endpoint,reputation,100000.0,700000.0,3000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_IDENTITY_SERVER_RECOVERY,T006,Identity Server,recovery,180000.0,720000.0,2250000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_IDENTITY_SERVER_DOWNTIME,T006,Identity Server,downtime,0.0,2.7,10.8,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T006_IDENTITY_SERVER_DATA_LOSS,T006,Identity Server,data_loss,900000.0,4500000.0,18000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_IDENTITY_SERVER_REGULATORY,T006,Identity Server,regulatory,450000.0,2700000.0,9000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_IDENTITY_SERVER_REPUTATION,T006,Identity Server,reputation,450000.0,2250000.0,9000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
I046,T006,Database,recovery,200000.0,800000.0,2500000.0,INR,medium,synthetic,2026-09-05
I047,T006,Database,downtime,0.0,3.0,12.0,hours,medium,synthetic,2026-09-05
I048,T006,Database,data_loss,1000000.0,5000000.0,20000000.0,INR,medium,synthetic,2026-09-05
I049,T006,Database,regulatory,500000.0,3000000.0,10000000.0,INR,low,synthetic,2026-09-05
I050,T006,Database,reputation,500000.0,2500000.0,10000000.0,INR,low,synthetic,2026-09-05
IA_T006_CLOUD_WORKLOAD_RECOVERY,T006,Cloud Workload,recovery,200000.0,800000.0,2500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_CLOUD_WORKLOAD_DOWNTIME,T006,Cloud Workload,downtime,0.0,3.0,12.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T006_CLOUD_WORKLOAD_DATA_LOSS,T006,Cloud Workload,data_loss,1000000.0,5000000.0,20000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_CLOUD_WORKLOAD_REGULATORY,T006,Cloud Workload,regulatory,500000.0,3000000.0,10000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_CLOUD_WORKLOAD_REPUTATION,T006,Cloud Workload,reputation,500000.0,2500000.0,10000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_NETWORK_DEVICE_RECOVERY,T006,Network Device,recovery,150000.0,600000.0,1875000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_NETWORK_DEVICE_DOWNTIME,T006,Network Device,downtime,0.0,2.25,9.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T006_NETWORK_DEVICE_DATA_LOSS,T006,Network Device,data_loss,750000.0,3750000.0,15000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_NETWORK_DEVICE_REGULATORY,T006,Network Device,regulatory,375000.0,2250000.0,7500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_NETWORK_DEVICE_REPUTATION,T006,Network Device,reputation,375000.0,1875000.0,7500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_WEB_SERVER_RECOVERY,T006,Web Server,recovery,200000.0,800000.0,2500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_WEB_SERVER_DOWNTIME,T006,Web Server,downtime,0.0,3.0,12.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T006_WEB_SERVER_DATA_LOSS,T006,Web Server,data_loss,1000000.0,5000000.0,20000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_WEB_SERVER_REGULATORY,T006,Web Server,regulatory,500000.0,3000000.0,10000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_WEB_SERVER_REPUTATION,T006,Web Server,reputation,500000.0,2500000.0,10000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_API_RECOVERY,T006,API,recovery,170000.0,680000.0,2125000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_API_DOWNTIME,T006,API,downtime,0.0,2.55,10.2,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T006_API_DATA_LOSS,T006,API,data_loss,850000.0,4250000.0,17000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_API_REGULATORY,T006,API,regulatory,425000.0,2550000.0,8500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_API_REPUTATION,T006,API,reputation,425000.0,2125000.0,8500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_APPLICATION_RECOVERY,T006,Application,recovery,190000.0,760000.0,2375000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_APPLICATION_DOWNTIME,T006,Application,downtime,0.0,2.85,11.4,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T006_APPLICATION_DATA_LOSS,T006,Application,data_loss,950000.0,4750000.0,19000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_APPLICATION_REGULATORY,T006,Application,regulatory,475000.0,2850000.0,9500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_APPLICATION_REPUTATION,T006,Application,reputation,475000.0,2375000.0,9500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_ENDPOINT_RECOVERY,T006,Endpoint,recovery,200000.0,800000.0,2500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_ENDPOINT_DOWNTIME,T006,Endpoint,downtime,0.0,3.0,12.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T006_ENDPOINT_DATA_LOSS,T006,Endpoint,data_loss,1000000.0,5000000.0,20000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_ENDPOINT_REGULATORY,T006,Endpoint,regulatory,500000.0,3000000.0,10000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T006_ENDPOINT_REPUTATION,T006,Endpoint,reputation,500000.0,2500000.0,10000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_IDENTITY_SERVER_RECOVERY,T007,Identity Server,recovery,90000.0,450000.0,1350000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_IDENTITY_SERVER_DOWNTIME,T007,Identity Server,downtime,0.9,3.6,21.6,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T007_IDENTITY_SERVER_DATA_LOSS,T007,Identity Server,data_loss,0.0,90000.0,450000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_IDENTITY_SERVER_REGULATORY,T007,Identity Server,regulatory,0.0,0.0,450000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_IDENTITY_SERVER_REPUTATION,T007,Identity Server,reputation,90000.0,450000.0,2250000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_DATABASE_RECOVERY,T007,Database,recovery,100000.0,500000.0,1500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_DATABASE_DOWNTIME,T007,Database,downtime,1.0,4.0,24.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T007_DATABASE_DATA_LOSS,T007,Database,data_loss,0.0,100000.0,500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_DATABASE_REGULATORY,T007,Database,regulatory,0.0,0.0,500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_DATABASE_REPUTATION,T007,Database,reputation,100000.0,500000.0,2500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_CLOUD_WORKLOAD_RECOVERY,T007,Cloud Workload,recovery,100000.0,500000.0,1500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_CLOUD_WORKLOAD_DOWNTIME,T007,Cloud Workload,downtime,1.0,4.0,24.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T007_CLOUD_WORKLOAD_DATA_LOSS,T007,Cloud Workload,data_loss,0.0,100000.0,500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_CLOUD_WORKLOAD_REGULATORY,T007,Cloud Workload,regulatory,0.0,0.0,500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_CLOUD_WORKLOAD_REPUTATION,T007,Cloud Workload,reputation,100000.0,500000.0,2500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_NETWORK_DEVICE_RECOVERY,T007,Network Device,recovery,75000.0,375000.0,1125000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_NETWORK_DEVICE_DOWNTIME,T007,Network Device,downtime,0.75,3.0,18.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T007_NETWORK_DEVICE_DATA_LOSS,T007,Network Device,data_loss,0.0,75000.0,375000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_NETWORK_DEVICE_REGULATORY,T007,Network Device,regulatory,0.0,0.0,375000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_NETWORK_DEVICE_REPUTATION,T007,Network Device,reputation,75000.0,375000.0,1875000.0,INR,low,synthetic_prototype_assumption,2026-09-05
I051,T007,Web Server,recovery,100000.0,500000.0,1500000.0,INR,medium,synthetic,2026-09-05
I052,T007,Web Server,downtime,1.0,4.0,24.0,hours,medium,synthetic,2026-09-05
I053,T007,Web Server,data_loss,0.0,100000.0,500000.0,INR,low,synthetic,2026-09-05
I054,T007,Web Server,regulatory,0.0,0.0,500000.0,INR,low,synthetic,2026-09-05
I055,T007,Web Server,reputation,100000.0,500000.0,2500000.0,INR,low,synthetic,2026-09-05
IA_T007_API_RECOVERY,T007,API,recovery,85000.0,425000.0,1275000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_API_DOWNTIME,T007,API,downtime,0.85,3.4,20.4,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T007_API_DATA_LOSS,T007,API,data_loss,0.0,85000.0,425000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_API_REGULATORY,T007,API,regulatory,0.0,0.0,425000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_API_REPUTATION,T007,API,reputation,85000.0,425000.0,2125000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_APPLICATION_RECOVERY,T007,Application,recovery,95000.0,475000.0,1425000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_APPLICATION_DOWNTIME,T007,Application,downtime,0.95,3.8,22.8,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T007_APPLICATION_DATA_LOSS,T007,Application,data_loss,0.0,95000.0,475000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_APPLICATION_REGULATORY,T007,Application,regulatory,0.0,0.0,475000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_APPLICATION_REPUTATION,T007,Application,reputation,95000.0,475000.0,2375000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_ENDPOINT_RECOVERY,T007,Endpoint,recovery,100000.0,500000.0,1500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_ENDPOINT_DOWNTIME,T007,Endpoint,downtime,1.0,4.0,24.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T007_ENDPOINT_DATA_LOSS,T007,Endpoint,data_loss,0.0,100000.0,500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_ENDPOINT_REGULATORY,T007,Endpoint,regulatory,0.0,0.0,500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T007_ENDPOINT_REPUTATION,T007,Endpoint,reputation,100000.0,500000.0,2500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_IDENTITY_SERVER_RECOVERY,T008,Identity Server,recovery,180000.0,720000.0,2250000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_IDENTITY_SERVER_DOWNTIME,T008,Identity Server,downtime,0.0,1.8,7.2,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T008_IDENTITY_SERVER_DATA_LOSS,T008,Identity Server,data_loss,450000.0,2700000.0,13500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_IDENTITY_SERVER_REGULATORY,T008,Identity Server,regulatory,180000.0,1350000.0,5400000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_IDENTITY_SERVER_REPUTATION,T008,Identity Server,reputation,270000.0,1350000.0,6300000.0,INR,low,synthetic_prototype_assumption,2026-09-05
I056,T008,Database,recovery,200000.0,800000.0,2500000.0,INR,medium,synthetic,2026-09-05
I057,T008,Database,downtime,0.0,2.0,8.0,hours,medium,synthetic,2026-09-05
I058,T008,Database,data_loss,500000.0,3000000.0,15000000.0,INR,medium,synthetic,2026-09-05
I059,T008,Database,regulatory,200000.0,1500000.0,6000000.0,INR,low,synthetic,2026-09-05
I060,T008,Database,reputation,300000.0,1500000.0,7000000.0,INR,low,synthetic,2026-09-05
IA_T008_CLOUD_WORKLOAD_RECOVERY,T008,Cloud Workload,recovery,200000.0,800000.0,2500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_CLOUD_WORKLOAD_DOWNTIME,T008,Cloud Workload,downtime,0.0,2.0,8.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T008_CLOUD_WORKLOAD_DATA_LOSS,T008,Cloud Workload,data_loss,500000.0,3000000.0,15000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_CLOUD_WORKLOAD_REGULATORY,T008,Cloud Workload,regulatory,200000.0,1500000.0,6000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_CLOUD_WORKLOAD_REPUTATION,T008,Cloud Workload,reputation,300000.0,1500000.0,7000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_NETWORK_DEVICE_RECOVERY,T008,Network Device,recovery,150000.0,600000.0,1875000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_NETWORK_DEVICE_DOWNTIME,T008,Network Device,downtime,0.0,1.5,6.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T008_NETWORK_DEVICE_DATA_LOSS,T008,Network Device,data_loss,375000.0,2250000.0,11250000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_NETWORK_DEVICE_REGULATORY,T008,Network Device,regulatory,150000.0,1125000.0,4500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_NETWORK_DEVICE_REPUTATION,T008,Network Device,reputation,225000.0,1125000.0,5250000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_WEB_SERVER_RECOVERY,T008,Web Server,recovery,200000.0,800000.0,2500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_WEB_SERVER_DOWNTIME,T008,Web Server,downtime,0.0,2.0,8.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T008_WEB_SERVER_DATA_LOSS,T008,Web Server,data_loss,500000.0,3000000.0,15000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_WEB_SERVER_REGULATORY,T008,Web Server,regulatory,200000.0,1500000.0,6000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_WEB_SERVER_REPUTATION,T008,Web Server,reputation,300000.0,1500000.0,7000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_API_RECOVERY,T008,API,recovery,170000.0,680000.0,2125000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_API_DOWNTIME,T008,API,downtime,0.0,1.7,6.8,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T008_API_DATA_LOSS,T008,API,data_loss,425000.0,2550000.0,12750000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_API_REGULATORY,T008,API,regulatory,170000.0,1275000.0,5100000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_API_REPUTATION,T008,API,reputation,255000.0,1275000.0,5950000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_APPLICATION_RECOVERY,T008,Application,recovery,190000.0,760000.0,2375000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_APPLICATION_DOWNTIME,T008,Application,downtime,0.0,1.9,7.6,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T008_APPLICATION_DATA_LOSS,T008,Application,data_loss,475000.0,2850000.0,14250000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_APPLICATION_REGULATORY,T008,Application,regulatory,190000.0,1425000.0,5700000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_APPLICATION_REPUTATION,T008,Application,reputation,285000.0,1425000.0,6650000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_ENDPOINT_RECOVERY,T008,Endpoint,recovery,200000.0,800000.0,2500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_ENDPOINT_DOWNTIME,T008,Endpoint,downtime,0.0,2.0,8.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T008_ENDPOINT_DATA_LOSS,T008,Endpoint,data_loss,500000.0,3000000.0,15000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_ENDPOINT_REGULATORY,T008,Endpoint,regulatory,200000.0,1500000.0,6000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T008_ENDPOINT_REPUTATION,T008,Endpoint,reputation,300000.0,1500000.0,7000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_IDENTITY_SERVER_RECOVERY,T009,Identity Server,recovery,270000.0,1080000.0,3600000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_IDENTITY_SERVER_DOWNTIME,T009,Identity Server,downtime,0.9,4.5,16.2,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T009_IDENTITY_SERVER_DATA_LOSS,T009,Identity Server,data_loss,180000.0,900000.0,4500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_IDENTITY_SERVER_REGULATORY,T009,Identity Server,regulatory,90000.0,450000.0,2700000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_IDENTITY_SERVER_REPUTATION,T009,Identity Server,reputation,180000.0,900000.0,3600000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_DATABASE_RECOVERY,T009,Database,recovery,300000.0,1200000.0,4000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_DATABASE_DOWNTIME,T009,Database,downtime,1.0,5.0,18.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T009_DATABASE_DATA_LOSS,T009,Database,data_loss,200000.0,1000000.0,5000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_DATABASE_REGULATORY,T009,Database,regulatory,100000.0,500000.0,3000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_DATABASE_REPUTATION,T009,Database,reputation,200000.0,1000000.0,4000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_CLOUD_WORKLOAD_RECOVERY,T009,Cloud Workload,recovery,300000.0,1200000.0,4000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_CLOUD_WORKLOAD_DOWNTIME,T009,Cloud Workload,downtime,1.0,5.0,18.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T009_CLOUD_WORKLOAD_DATA_LOSS,T009,Cloud Workload,data_loss,200000.0,1000000.0,5000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_CLOUD_WORKLOAD_REGULATORY,T009,Cloud Workload,regulatory,100000.0,500000.0,3000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_CLOUD_WORKLOAD_REPUTATION,T009,Cloud Workload,reputation,200000.0,1000000.0,4000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_NETWORK_DEVICE_RECOVERY,T009,Network Device,recovery,225000.0,900000.0,3000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_NETWORK_DEVICE_DOWNTIME,T009,Network Device,downtime,0.75,3.75,13.5,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T009_NETWORK_DEVICE_DATA_LOSS,T009,Network Device,data_loss,150000.0,750000.0,3750000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_NETWORK_DEVICE_REGULATORY,T009,Network Device,regulatory,75000.0,375000.0,2250000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_NETWORK_DEVICE_REPUTATION,T009,Network Device,reputation,150000.0,750000.0,3000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_WEB_SERVER_RECOVERY,T009,Web Server,recovery,300000.0,1200000.0,4000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_WEB_SERVER_DOWNTIME,T009,Web Server,downtime,1.0,5.0,18.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T009_WEB_SERVER_DATA_LOSS,T009,Web Server,data_loss,200000.0,1000000.0,5000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_WEB_SERVER_REGULATORY,T009,Web Server,regulatory,100000.0,500000.0,3000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_WEB_SERVER_REPUTATION,T009,Web Server,reputation,200000.0,1000000.0,4000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_API_RECOVERY,T009,API,recovery,255000.0,1020000.0,3400000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_API_DOWNTIME,T009,API,downtime,0.85,4.25,15.3,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T009_API_DATA_LOSS,T009,API,data_loss,170000.0,850000.0,4250000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_API_REGULATORY,T009,API,regulatory,85000.0,425000.0,2550000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_API_REPUTATION,T009,API,reputation,170000.0,850000.0,3400000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_APPLICATION_RECOVERY,T009,Application,recovery,285000.0,1140000.0,3800000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_APPLICATION_DOWNTIME,T009,Application,downtime,0.95,4.75,17.1,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T009_APPLICATION_DATA_LOSS,T009,Application,data_loss,190000.0,950000.0,4750000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_APPLICATION_REGULATORY,T009,Application,regulatory,95000.0,475000.0,2850000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_APPLICATION_REPUTATION,T009,Application,reputation,190000.0,950000.0,3800000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_ENDPOINT_RECOVERY,T009,Endpoint,recovery,300000.0,1200000.0,4000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_ENDPOINT_DOWNTIME,T009,Endpoint,downtime,1.0,5.0,18.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T009_ENDPOINT_DATA_LOSS,T009,Endpoint,data_loss,200000.0,1000000.0,5000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_ENDPOINT_REGULATORY,T009,Endpoint,regulatory,100000.0,500000.0,3000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T009_ENDPOINT_REPUTATION,T009,Endpoint,reputation,200000.0,1000000.0,4000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_IDENTITY_SERVER_RECOVERY,T010,Identity Server,recovery,180000.0,900000.0,3150000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_IDENTITY_SERVER_DOWNTIME,T010,Identity Server,downtime,0.9,3.6,14.4,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T010_IDENTITY_SERVER_DATA_LOSS,T010,Identity Server,data_loss,450000.0,2250000.0,10800000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_IDENTITY_SERVER_REGULATORY,T010,Identity Server,regulatory,180000.0,900000.0,4500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_IDENTITY_SERVER_REPUTATION,T010,Identity Server,reputation,180000.0,900000.0,4500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_DATABASE_RECOVERY,T010,Database,recovery,200000.0,1000000.0,3500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_DATABASE_DOWNTIME,T010,Database,downtime,1.0,4.0,16.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T010_DATABASE_DATA_LOSS,T010,Database,data_loss,500000.0,2500000.0,12000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_DATABASE_REGULATORY,T010,Database,regulatory,200000.0,1000000.0,5000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_DATABASE_REPUTATION,T010,Database,reputation,200000.0,1000000.0,5000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_CLOUD_WORKLOAD_RECOVERY,T010,Cloud Workload,recovery,200000.0,1000000.0,3500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_CLOUD_WORKLOAD_DOWNTIME,T010,Cloud Workload,downtime,1.0,4.0,16.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T010_CLOUD_WORKLOAD_DATA_LOSS,T010,Cloud Workload,data_loss,500000.0,2500000.0,12000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_CLOUD_WORKLOAD_REGULATORY,T010,Cloud Workload,regulatory,200000.0,1000000.0,5000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_CLOUD_WORKLOAD_REPUTATION,T010,Cloud Workload,reputation,200000.0,1000000.0,5000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_NETWORK_DEVICE_RECOVERY,T010,Network Device,recovery,150000.0,750000.0,2625000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_NETWORK_DEVICE_DOWNTIME,T010,Network Device,downtime,0.75,3.0,12.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T010_NETWORK_DEVICE_DATA_LOSS,T010,Network Device,data_loss,375000.0,1875000.0,9000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_NETWORK_DEVICE_REGULATORY,T010,Network Device,regulatory,150000.0,750000.0,3750000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_NETWORK_DEVICE_REPUTATION,T010,Network Device,reputation,150000.0,750000.0,3750000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_WEB_SERVER_RECOVERY,T010,Web Server,recovery,200000.0,1000000.0,3500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_WEB_SERVER_DOWNTIME,T010,Web Server,downtime,1.0,4.0,16.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T010_WEB_SERVER_DATA_LOSS,T010,Web Server,data_loss,500000.0,2500000.0,12000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_WEB_SERVER_REGULATORY,T010,Web Server,regulatory,200000.0,1000000.0,5000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_WEB_SERVER_REPUTATION,T010,Web Server,reputation,200000.0,1000000.0,5000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
