vulnerability_id,asset_id,cve_id,cvss_score,severity,exploitability,known_exploited,first_seen,days_open,patch_available
V0337,A147,CVE-2023-44321,9.8,Critical,0.88,False,2025-06-02,41,True
V0338,A119,CVE-2024-91410,6.3,High,0.47,False,2024-08-20,96,True
V0339,A146,CVE-2025-90143,6.2,High,0.26,False,2024-12-13,109,True
V0340,A127,CVE-2026-13281,4.9,Medium,0.38,False,2025-05-15,114,True
V0341,A050,CVE-2023-5405,4.1,Medium,0.15,False,2025-02-27,354,True
V0342,A110,CVE-2024-46185,8.2,Critical,0.35,False,2024-07-29,176,False
V0343,A016,CVE-2025-49253,4.4,Medium,0.27,False,2024-01-13,7,True
V0344,A084,CVE-2026-40012,5.3,Medium,0.53,False,2025-10-19,162,False
V0345,A070,CVE-2023-83978,5.7,Medium,0.63,False,2026-06-14,156,True
V0346,A026,CVE-2024-7407,8.1,Critical,0.77,False,2024-07-18,240,True
V0347,A140,CVE-2025-4058,6.8,High,0.94,False,2025-06-17,381,True
V0348,A111,CVE-2026-53411,8.7,Critical,0.4,False,2026-08-05,102,False
V0349,A084,CVE-2023-40077,9.5,Critical,0.85,False,2025-06-25,323,True
V0350,A126,CVE-2024-84486,6.9,High,0.69,True,2024-08-20,383,True
V0351,A149,CVE-2025-91051,4.8,Medium,0.27,False,2025-01-29,141,True
V0352,A013,CVE-2026-69051,4.5,Medium,0.21,False,2024-12-05,109,True
V0353,A044,CVE-2023-16385,5.8,Medium,0.49,False,2026-02-24,294,False
V0354,A045,CVE-2024-13769,4.6,Medium,0.57,False,2024-07-21,337,True
V0355,A093,CVE-2025-87607,6.1,High,0.68,False,2024-12-16,68,True
V0356,A119,CVE-2026-87280,6.7,High,0.43,False,2025-01-15,190,True
V0357,A007,CVE-2023-51952,7.3,High,0.43,True,2026-04-19,45,True
V0358,A137,CVE-2024-24347,9.7,Critical,0.38,True,2025-06-23,188,True
V0359,A072,CVE-2025-44782,4.9,Medium,0.71,False,2026-06-13,145,True
V0360,A070,CVE-2026-12614,8.9,Critical,0.3,False,2026-03-07,79,True
V0361,A121,CVE-2023-20616,6.6,High,0.24,False,2026-02-20,155,True
V0362,A001,CVE-2024-38674,5.7,Medium,0.16,False,2026-06-29,169,True
V0363,A089,CVE-2025-10006,6.2,High,0.6,False,2024-02-04,37,True
V0364,A135,CVE-2026-44226,9.0,Critical,0.25,False,2025-05-04,211,False
V0365,A145,CVE-2023-79720,5.2,Medium,0.23,False,2024-03-24,156,True
V0366,A084,CVE-2024-39664,8.8,Critical,0.18,False,2025-04-29,142,True
V0367,A114,CVE-2025-46847,9.3,Critical,0.59,False,2026-07-29,124,True
V0368,A039,CVE-2026-87337,9.1,Critical,0.63,False,2026-03-27,95,True
V0369,A040,CVE-2023-41557,7.3,High,0.29,True,2024-02-25,190,True
V0370,A134,CVE-2024-16319,8.0,High,0.54,True,2026-04-28,55,False
V0371,A077,CVE-2025-53870,6.1,High,0.33,False,2025-02-12,11,True
V0372,A037,CVE-2026-26024,8.7,Critical,0.62,False,2025-07-16,328,True
V0373,A073,CVE-2023-99413,4.2,Medium,0.4,True,2024-03-25,300,True
V0374,A006,CVE-2024-86669,8.8,Critical,0.74,False,2026-06-05,125,False
V0375,A104,CVE-2025-88598,4.7,Medium,0.26,False,2024-05-20,185,True
V0376,A078,CVE-2026-10182,7.3,High,0.37,True,2025-02-22,65,False
V0377,A086,CVE-2023-25296,9.9,Critical,0.9,False,2026-05-14,96,True
V0378,A121,CVE-2024-32333,9.8,Critical,0.73,False,2026-03-25,271,False
V0379,A040,CVE-2025-98820,5.1,Medium,0.63,False,2024-10-16,411,True
V0380,A104,CVE-2026-38606,5.9,Medium,0.75,False,2025-02-08,120,True
V0381,A018,CVE-2023-90258,6.8,High,0.89,False,2026-04-21,281,True
V0382,A071,CVE-2024-16453,9.7,Critical,0.7,False,2024-11-25,107,True
V0383,A051,CVE-2025-94911,6.8,High,0.94,False,2024-07-24,408,False
V0384,A103,CVE-2026-10167,5.5,Medium,0.61,False,2025-07-04,258,False
V0385,A132,CVE-2023-3667,4.9,Medium,0.79,False,2024-12-10,304,True
V0386,A019,CVE-2024-43220,7.6,High,0.41,False,2026-06-03,20,True
V0387,A116,CVE-2025-39935,8.3,Critical,0.25,False,2025-10-25,101,True
V0388,A039,CVE-2026-50617,9.8,Critical,0.13,False,2026-06-19,308,True
V0389,A044,CVE-2023-65647,8.4,Critical,0.71,False,2025-05-14,170,True
V0390,A020,CVE-2024-13914,9.5,Critical,0.37,False,2024-07-17,117,False
V0391,A147,CVE-2025-91691,8.7,Critical,0.33,False,2024-06-05,383,False
V0392,A019,CVE-2026-58324,4.8,Medium,0.77,False,2025-02-09,383,True
V0393,A142,CVE-2023-30369,4.8,Medium,0.45,False,2025-04-09,141,True
V0394,A067,CVE-2024-92474,7.3,High,0.92,False,2026-07-05,126,True
V0395,A057,CVE-2025-87084,5.2,Medium,0.41,False,2024-06-13,392,True
V0396,A026,CVE-2026-5743,4.5,Medium,0.7,False,2024-01-11,390,False
V0397,A011,CVE-2023-95155,7.3,High,0.17,False,2024-07-25,5,True
V0398,A103,CVE-2024-2651,7.7,High,0.15,False,2025-04-07,20,False
V0399,A021,CVE-2025-95816,5.5,Medium,0.2,False,2024-07-12,348,True
V0400,A088,CVE-2026-22314,4.2,Medium,0.88,False,2024-06-08,369,False
V0401,A074,CVE-2023-55933,8.6,Critical,0.6,False,2024-09-21,171,True
V0402,A098,CVE-2024-85673,7.8,High,0.61,False,2024-06-01,201,True
V0403,A060,CVE-2025-93987,5.0,Medium,0.68,False,2024-03-10,268,True
V0404,A100,CVE-2026-2874,8.6,Critical,0.58,False,2024-07-03,258,False
V0405,A113,CVE-2023-67794,7.6,High,0.73,False,2024-06-20,136,True
V0406,A054,CVE-2024-36520,8.7,Critical,0.93,False,2024-07-15,298,False
V0407,A141,CVE-2025-9975,6.6,High,0.91,False,2025-07-10,166,True
V0408,A021,CVE-2026-73560,5.9,Medium,0.46,False,2025-05-13,145,True
V0409,A143,CVE-2023-83112,5.5,Medium,0.27,False,2026-07-20,250,False
V0410,A107,CVE-2024-42922,4.8,Medium,0.15,False,2024-01-14,397,True
V0411,A125,CVE-2025-69066,4.9,Medium,0.76,False,2024-06-08,78,False
V0412,A063,CVE-2026-20625,7.4,High,0.23,False,2024-03-23,138,True
V0413,A085,CVE-2023-33671,9.6,Critical,0.14,False,2024-09-03,30,True
V0414,A135,CVE-2024-71893,4.2,Medium,0.35,False,2025-12-02,284,True
V0415,A090,CVE-2025-33672,5.2,Medium,0.69,False,2026-06-10,327,True
V0416,A124,CVE-2026-3941,6.0,Medium,0.22,False,2024-01-21,182,False
V0417,A062,CVE-2023-2535,7.8,High,0.25,False,2025-06-25,181,True
V0418,A108,CVE-2024-9879,5.8,Medium,0.34,True,2025-04-30,180,False
V0419,A033,CVE-2025-16222,7.6,High,0.19,False,2025-02-21,37,True
V0420,A065,CVE-2026-94213,8.2,Critical,0.83,False,2024-02-19,226,False
V0421,A056,CVE-2023-21171,9.9,Critical,0.66,False,2026-04-17,40,True
V0422,A100,CVE-2024-77560,9.5,Critical,0.66,False,2024-06-27,256,True
V0423,A017,CVE-2025-48367,6.9,High,0.91,False,2026-03-23,38,True
V0424,A106,CVE-2026-19361,5.0,Medium,0.5,False,2024-03-07,367,True
V0425,A055,CVE-2023-96814,9.8,Critical,0.82,False,2024-06-04,122,True
V0426,A052,CVE-2024-28620,6.4,High,0.72,True,2025-06-04,139,False
V0427,A128,CVE-2025-33329,9.0,Critical,0.27,False,2026-03-21,115,True
V0428,A146,CVE-2026-76709,8.3,Critical,0.47,False,2025-09-16,90,True
V0429,A042,CVE-2023-11265,7.6,High,0.78,False,2024-02-25,229,True
V0430,A022,CVE-2024-24033,4.7,Medium,0.24,False,2026-07-13,130,True
V0431,A016,CVE-2025-33268,5.1,Medium,0.78,False,2026-01-26,200,True
V0432,A035,CVE-2026-8355,5.3,Medium,0.15,False,2026-06-20,155,False
V0433,A052,CVE-2023-84869,9.5,Critical,0.79,False,2025-04-19,232,True
V0434,A144,CVE-2024-60671,5.9,Medium,0.5,False,2026-04-09,367,True
V0435,A080,CVE-2025-68214,6.7,High,0.26,False,2024-01-15,149,True
V0436,A010,CVE-2026-11297,6.7,High,0.42,True,2024-08-28,220,True
V0437,A037,CVE-2023-10592,9.5,Critical,0.36,False,2025-05-09,139,True
V0438,A131,CVE-2024-52910,8.0,High,0.52,False,2026-07-31,4,True
V0439,A123,CVE-2025-49607,7.4,High,0.6,False,2025-08-16,24,True
V0440,A102,CVE-2026-17859,6.5,High,0.83,False,2026-08-23,97,False
V0441,A068,CVE-2023-55979,8.9,Critical,0.59,False,2024-06-21,238,False
V0442,A075,CVE-2024-71891,4.9,Medium,0.43,True,2025-09-17,376,True
V0443,A136,CVE-2025-16703,8.7,Critical,0.35,False,2024-04-18,63,True
V0444,A058,CVE-2026-7148,8.2,Critical,0.5,False,2025-07-04,38,True
V0445,A100,CVE-2023-67545,7.5,High,0.49,False,2026-06-26,274,True
V0446,A085,CVE-2024-25966,8.1,Critical,0.29,False,2025-05-21,59,True
V0447,A099,CVE-2025-51148,5.4,Medium,0.17,False,2024-05-03,306,False
V0448,A123,CVE-2026-28172,6.3,High,0.89,False,2024-12-11,109,True
V0449,A093,CVE-2023-21947,5.5,Medium,0.88,False,2024-05-28,248,True
V0450,A017,CVE-2024-83970,8.3,Critical,0.55,False,2026-01-01,369,True
V0451,A098,CVE-2025-26243,5.0,Medium,0.59,False,2024-01-18,67,True
V0452,A142,CVE-2026-79312,6.8,High,0.6,False,2025-10-09,59,True
V0453,A066,CVE-2023-32419,6.1,High,0.59,False,2025-05-03,269,True
V0454,A041,CVE-2024-32423,7.8,High,0.88,False,2025-07-23,365,True
V0455,A031,CVE-2025-67625,8.7,Critical,0.78,False,2025-12-23,405,False
V0456,A057,CVE-2026-23312,7.7,High,0.67,False,2025-01-21,187,True
V0457,A014,CVE-2023-21226,8.2,Critical,0.44,True,2025-10-16,85,True
V0458,A121,CVE-2024-6587,8.7,Critical,0.13,False,2024-04-16,98,False
V0459,A005,CVE-2025-24465,9.5,Critical,0.94,True,2024-05-11,91,True
V0460,A148,CVE-2026-14941,7.2,High,0.5,False,2026-01-10,79,False
V0461,A088,CVE-2023-21891,4.4,Medium,0.27,False,2024-03-18,5,True
V0462,A132,CVE-2024-87032,4.9,Medium,0.52,True,2024-04-01,16,True
V0463,A121,CVE-2025-20235,9.9,Critical,0.86,False,2025-05-27,206,False
V0464,A034,CVE-2026-49084,5.8,Medium,0.91,False,2025-02-14,19,True
V0465,A139,CVE-2023-46923,5.3,Medium,0.62,False,2024-06-16,397,True
V0466,A060,CVE-2024-10830,7.0,High,0.46,False,2026-06-04,401,True
V0467,A055,CVE-2025-95013,7.6,High,0.91,False,2026-04-06,315,False
V0468,A026,CVE-2026-48101,5.1,Medium,0.12,False,2025-02-15,396,True
V0469,A059,CVE-2023-19307,7.7,High,0.21,False,2024-12-04,86,True
V0470,A063,CVE-2024-77190,5.2,Medium,0.26,False,2025-05-09,207,True
V0471,A118,CVE-2025-45235,9.1,Critical,0.35,False,2024-12-08,273,False
V0472,A103,CVE-2026-18463,4.1,Medium,0.92,False,2026-02-21,382,True
V0473,A057,CVE-2023-5694,8.8,Critical,0.39,False,2024-10-04,352,True
V0474,A093,CVE-2024-47077,7.2,High,0.38,False,2024-07-06,273,False
V0475,A062,CVE-2025-56159,8.5,Critical,0.89,False,2024-03-25,32,False
V0476,A027,CVE-2026-93792,7.0,High,0.63,False,2025-11-10,79,True
V0477,A099,CVE-2023-30543,9.2,Critical,0.48,False,2026-07-25,278,False
V0478,A082,CVE-2024-24391,5.5,Medium,0.8,False,2024-02-27,148,False
V0479,A070,CVE-2025-46328,7.9,High,0.22,False,2025-09-15,338,True
V0480,A123,CVE-2026-24993,5.0,Medium,0.34,False,2024-05-10,135,True
V0481,A014,CVE-2023-68881,6.4,High,0.46,False,2025-02-21,281,True
V0482,A006,CVE-2024-90841,5.4,Medium,0.58,False,2024-01-19,66,False
V0483,A137,CVE-2025-71868,9.3,Critical,0.53,False,2026-04-16,249,True
V0484,A148,CVE-2026-62404,9.0,Critical,0.76,False,2026-04-06,169,True
V0485,A023,CVE-2023-80690,6.1,High,0.94,False,2026-07-02,406,True
V0486,A083,CVE-2024-59763,5.5,Medium,0.82,True,2024-03-28,293,True
V0487,A106,CVE-2025-95040,6.4,High,0.73,True,2024-11-07,269,True
V0488,A013,CVE-2026-3166,9.0,Critical,0.79,False,2024-05-30,56,True
V0489,A109,CVE-2023-70250,8.9,Critical,0.41,False,2024-09-23,362,False
V0490,A095,CVE-2024-84583,8.1,Critical,0.88,False,2025-10-05,20,True
V0491,A014,CVE-2025-83722,7.6,High,0.43,False,2025-01-19,171,False
V0492,A119,CVE-2026-59695,6.7,High,0.28,False,2024-05-25,419,True
V0493,A129,CVE-2023-76047,6.3,High,0.88,False,2026-08-01,66,False
V0494,A023,CVE-2024-73175,9.6,Critical,0.8,True,2025-01-25,337,True
V0495,A049,CVE-2025-71949,4.5,Medium,0.32,False,2026-04-30,176,True
V0496,A114,CVE-2026-99184,6.1,High,0.5,False,2025-01-08,300,True
V0497,A044,CVE-2023-96543,5.0,Medium,0.5,True,2024-02-11,174,True
V0498,A088,CVE-2024-26992,9.9,Critical,0.51,False,2025-05-09,408,True
V0499,A066,CVE-2025-66805,9.2,Critical,0.43,False,2024-07-13,397,True
V0500,A086,CVE-2026-11069,8.2,Critical,0.16,False,2025-10-05,285,True
V0501,A074,CVE-2023-91591,6.4,High,0.58,False,2025-07-10,3,True
V0502,A002,CVE-2024-51810,6.8,High,0.18,False,2025-10-28,414,True
V0503,A047,CVE-2025-43763,6.8,High,0.43,False,2025-02-26,17,True
V0504,A105,CVE-2026-96929,5.7,Medium,0.59,False,2025-10-29,379,True
V0505,A031,CVE-2023-53173,7.4,High,0.8,False,2025-05-05,221,False
V0506,A011,CVE-2024-4519,5.8,Medium,0.85,False,2024-09-10,293,False
V0507,A130,CVE-2025-30166,4.3,Medium,0.42,False,2024-07-05,310,False
V0508,A137,CVE-2026-38984,9.0,Critical,0.66,False,2024-09-15,88,True
V0509,A066,CVE-2023-23613,6.0,Medium,0.87,False,2026-05-02,157,False
V0510,A007,CVE-2024-3448,6.5,High,0.85,False,2024-01-02,359,True
V0511,A144,CVE-2025-9855,6.4,High,0.83,False,2025-05-24,259,False
V0512,A027,CVE-2026-13005,9.3,Critical,0.41,False,2024-10-18,17,False
V0513,A121,CVE-2023-97554,6.3,High,0.33,False,2025-11-21,170,True
V0514,A006,CVE-2024-64801,6.1,High,0.25,False,2025-01-20,11,False
V0515,A138,CVE-2025-48289,6.6,High,0.25,False,2026-05-30,208,False
V0516,A141,CVE-2026-65033,7.2,High,0.25,False,2025-02-26,288,False
V0517,A009,CVE-2023-22964,9.9,Critical,0.4,False,2025-11-16,121,False
V0518,A103,CVE-2024-65179,5.3,Medium,0.18,False,2026-08-30,12,False
V0519,A012,CVE-2025-6775,8.8,Critical,0.25,False,2025-07-25,345,False
V0520,A057,CVE-2026-5362,8.7,Critical,0.83,False,2024-02-18,232,True
V0521,A021,CVE-2023-35188,8.6,Critical,0.38,False,2026-03-02,163,False
V0522,A026,CVE-2024-44342,5.7,Medium,0.69,False,2024-02-12,13,True
V0523,A054,CVE-2025-60841,7.5,High,0.47,False,2024-04-18,57,False
V0524,A098,CVE-2026-86142,6.3,High,0.36,False,2025-11-11,139,True
V0525,A116,CVE-2023-33380,7.2,High,0.44,True,2025-05-28,218,True
V0526,A134,CVE-2024-53402,7.4,High,0.83,False,2025-06-19,189,True
V0527,A127,CVE-2025-93401,7.3,High,0.4,False,2026-03-09,227,False
V0528,A095,CVE-2026-42932,7.1,High,0.88,False,2025-06-24,251,True
V0529,A011,CVE-2023-79450,5.3,Medium,0.3,False,2026-06-30,107,True
V0530,A126,CVE-2024-2991,6.7,High,0.68,False,2025-09-22,246,True
V0531,A044,CVE-2025-72661,8.5,Critical,0.63,False,2026-06-26,313,False
V0532,A088,CVE-2026-42472,4.8,Medium,0.4,False,2024-04-26,20,True
V0533,A093,CVE-2023-17355,4.3,Medium,0.82,False,2025-04-02,312,True
V0534,A102,CVE-2024-86365,6.3,High,0.76,False,2026-01-04,75,True
V0535,A147,CVE-2025-56638,6.6,High,0.76,False,2024-02-01,264,False
V0536,A048,CVE-2026-43519,4.1,Medium,0.53,False,2025-01-05,412,False
V0537,A139,CVE-2023-64851,6.2,High,0.14,False,2024-12-28,299,False
V0538,A095,CVE-2024-18509,5.3,Medium,0.48,False,2025-10-12,5,True
V0539,A110,CVE-2025-95528,5.6,Medium,0.83,False,2025-01-17,4,True
V0540,A077,CVE-2026-33463,5.8,Medium,0.56,False,2024-10-25,409,True
V0541,A005,CVE-2023-93525,8.1,Critical,0.27,False,2026-03-15,268,True
V0542,A052,CVE-2024-79070,5.8,Medium,0.25,False,2026-01-06,278,True
V0543,A100,CVE-2025-37298,9.1,Critical,0.36,True,2025-04-11,67,False
V0544,A026,CVE-2026-58205,5.7,Medium,0.78,False,2025-11-11,224,True
V0545,A012,CVE-2023-21807,9.8,Critical,0.36,False,2026-03-20,51,False
V0546,A055,CVE-2024-5278,6.3,High,0.63,False,2024-11-13,113,True
V0547,A042,CVE-2025-24432,9.6,Critical,0.47,True,2026-01-14,257,False
V0548,A124,CVE-2026-71507,7.3,High,0.83,False,2025-08-28,235,True
V0549,A077,CVE-2023-29700,7.2,High,0.93,False,2026-05-11,217,True
V0550,A113,CVE-2024-70244,7.5,High,0.87,False,2024-08-27,296,True
V0551,A064,CVE-2025-46094,4.9,Medium,0.45,False,2024-01-17,22,True
V0552,A128,CVE-2026-51730,5.4,Medium,0.81,False,2025-11-04,210,True
V0553,A119,CVE-2023-26446,5.4,Medium,0.29,False,2024-04-21,120,True
V0554,A088,CVE-2024-84338,7.7,High,0.93,False,2024-05-27,149,False
V0555,A103,CVE-2025-2878,8.3,Critical,0.41,False,2024-11-05,36,True
V0556,A047,CVE-2026-97417,8.6,Critical,0.2,False,2024-05-24,385,True
V0557,A074,CVE-2023-81862,8.0,High,0.82,False,2024-06-16,333,True
V0558,A109,CVE-2024-73218,8.4,Critical,0.34,False,2026-05-15,117,True
V0559,A040,CVE-2025-71056,4.8,Medium,0.39,False,2024-09-12,138,False
V0560,A119,CVE-2026-29304,7.3,High,0.3,False,2026-02-23,209,True
V0561,A008,CVE-2023-32679,7.8,High,0.3,True,2026-06-18,151,True
V0562,A061,CVE-2024-19338,5.3,Medium,0.14,False,2026-04-19,217,True
V0563,A037,CVE-2025-38261,8.0,High,0.92,True,2026-07-01,282,True
V0564,A061,CVE-2026-37576,8.2,Critical,0.61,False,2024-06-29,188,True
V0565,A143,CVE-2023-39287,8.7,Critical,0.65,True,2025-07-19,97,True
V0566,A081,CVE-2024-29352,4.1,Medium,0.21,False,2024-07-27,322,True
V0567,A104,CVE-2025-57419,6.0,Medium,0.3,False,2025-07-24,218,True
V0568,A034,CVE-2026-58100,8.1,Critical,0.15,False,2024-11-04,103,False
V0569,A077,CVE-2023-54612,6.5,High,0.17,False,2026-02-02,178,True
V0570,A088,CVE-2024-96703,9.3,Critical,0.68,False,2024-12-30,151,True
V0571,A131,CVE-2025-17300,5.6,Medium,0.81,True,2026-08-26,3,False
V0572,A049,CVE-2026-90759,5.2,Medium,0.21,False,2025-02-24,139,False
V0573,A091,CVE-2023-27544,7.0,High,0.25,False,2025-04-10,65,False
V0574,A093,CVE-2024-83534,5.2,Medium,0.71,False,2025-05-09,76,False
V0575,A019,CVE-2025-84539,7.7,High,0.78,False,2024-04-08,348,False
V0576,A036,CVE-2026-37690,7.5,High,0.77,False,2025-04-17,336,True
V0577,A071,CVE-2023-48370,6.4,High,0.46,False,2025-01-09,83,False
V0578,A060,CVE-2024-52016,9.5,Critical,0.47,False,2025-05-10,68,True
V0579,A082,CVE-2025-50615,6.0,Medium,0.85,False,2026-03-10,213,True
V0580,A006,CVE-2026-26164,4.9,Medium,0.54,False,2024-02-13,414,True
V0581,A053,CVE-2023-59397,9.4,Critical,0.72,False,2025-11-01,369,True
V0582,A068,CVE-2024-4552,5.0,Medium,0.24,False,2025-11-12,75,True
V0583,A009,CVE-2025-21394,5.8,Medium,0.37,False,2025-02-04,248,False
V0584,A100,CVE-2026-28501,9.5,Critical,0.89,False,2026-03-12,103,False
V0585,A132,CVE-2023-86895,9.1,Critical,0.32,True,2025-01-25,128,False
V0586,A092,CVE-2024-47263,6.0,Medium,0.15,False,2025-09-20,19,True
V0587,A001,CVE-2025-69568,5.6,Medium,0.24,False,2024-04-16,399,True
V0588,A021,CVE-2026-19753,5.1,Medium,0.88,False,2026-02-08,39,True
V0589,A087,CVE-2023-15114,8.1,Critical,0.81,False,2024-10-30,275,True
V0590,A064,CVE-2024-38462,4.4,Medium,0.8,True,2025-02-22,395,False
V0591,A101,CVE-2025-23793,6.9,High,0.81,False,2024-11-03,7,False
V0592,A088,CVE-2026-31188,4.5,Medium,0.42,False,2026-02-06,193,True
V0593,A035,CVE-2023-89986,8.6,Critical,0.19,False,2024-03-22,290,True
V0594,A052,CVE-2024-60338,5.3,Medium,0.32,False,2025-09-03,18,True
V0595,A078,CVE-2025-64946,7.0,High,0.26,True,2024-07-17,253,False
V0596,A036,CVE-2026-95684,7.2,High,0.64,False,2025-04-28,38,True
V0597,A076,CVE-2023-79511,6.7,High,0.89,True,2025-04-03,3,True
V0598,A063,CVE-2024-67983,4.1,Medium,0.78,False,2026-07-06,101,False
V0599,A032,CVE-2025-78594,8.6,Critical,0.73,False,2026-02-21,254,False
V0600,A091,CVE-2026-89635,9.4,Critical,0.58,False,2026-06-07,7,False
