control_id,asset_id,status,coverage,maturity,last_assessed
C001,A071,Partial,0.69,Developing,2026-02-15
C003,A071,Inactive,0.91,Defined,2026-08-30
C004,A071,Active,0.86,Managed,2026-05-01
C005,A071,Active,0.89,Developing,2025-11-14
C006,A071,Active,0.93,Defined,2026-05-07
C009,A071,Active,0.4,Defined,2025-11-08
C010,A071,Partial,0.48,Developing,2026-06-08
C001,A072,Active,0.58,Defined,2025-11-04
C002,A072,Partial,0.82,Defined,2025-12-29
C003,A072,Partial,0.66,Defined,2025-10-23
C004,A072,Active,0.56,Developing,2026-06-01
C005,A072,Partial,0.54,Defined,2025-10-09
C006,A072,Partial,0.99,Developing,2026-03-02
C009,A072,Planned,0.66,Defined,2025-11-24
C010,A072,Active,0.3,Defined,2026-05-17
C001,A073,Active,0.7,Developing,2025-12-07
C002,A073,Active,0.65,Defined,2026-06-22
C003,A073,Active,0.62,Defined,2025-11-06
C004,A073,Partial,0.48,Defined,2025-10-05
C005,A073,Active,0.37,Initial,2026-01-08
C006,A073,Active,0.9,Defined,2025-12-14
C009,A073,Active,0.85,Developing,2026-06-12
C010,A073,Active,0.3,Managed,2026-08-22
C001,A074,Active,0.75,Initial,2026-01-26
C003,A074,Planned,0.75,Defined,2026-06-12
C004,A074,Planned,0.51,Initial,2026-07-10
C005,A074,Active,0.52,Developing,2026-08-13
C006,A074,Partial,0.32,Initial,2026-05-26
C009,A074,Active,0.84,Managed,2026-03-20
C010,A074,Partial,0.8,Defined,2026-02-16
C001,A075,Active,0.35,Defined,2026-03-10
C003,A075,Partial,0.6,Developing,2025-10-18
C004,A075,Planned,0.81,Defined,2026-06-01
C005,A075,Active,0.47,Managed,2026-07-22
C006,A075,Active,0.6,Initial,2026-03-22
C009,A075,Planned,0.33,Defined,2026-08-16
C010,A075,Active,0.7,Defined,2026-01-22
C001,A076,Inactive,0.46,Defined,2026-06-29
C002,A076,Active,0.47,Initial,2025-11-06
C003,A076,Active,0.34,Defined,2026-05-15
C004,A076,Active,0.73,Defined,2026-06-28
C005,A076,Partial,0.45,Defined,2026-04-27
C006,A076,Planned,0.47,Defined,2026-05-01
C007,A076,Active,0.52,Managed,2026-01-01
C009,A076,Partial,0.59,Developing,2026-07-11
C010,A076,Planned,1.0,Developing,2026-07-31
C001,A077,Active,0.67,Managed,2026-04-21
C002,A077,Partial,0.41,Defined,2026-06-26
C003,A077,Partial,0.71,Developing,2026-01-13
C004,A077,Active,0.6,Defined,2026-06-14
C005,A077,Active,0.62,Managed,2026-04-24
C006,A077,Active,0.44,Defined,2026-06-27
C009,A077,Active,0.27,Developing,2026-05-09
C010,A077,Inactive,0.3,Defined,2026-08-02
C001,A078,Inactive,0.33,Defined,2026-02-15
C002,A078,Partial,0.42,Developing,2026-04-07
C003,A078,Planned,0.86,Developing,2026-02-10
C004,A078,Partial,0.92,Developing,2026-06-14
C005,A078,Partial,0.57,Defined,2026-04-14
C006,A078,Partial,0.75,Initial,2026-05-25
C009,A078,Active,0.76,Developing,2026-08-09
C010,A078,Active,0.85,Developing,2026-06-16
C001,A079,Partial,0.64,Defined,2026-01-05
C002,A079,Active,0.91,Defined,2025-10-11
C003,A079,Active,0.57,Defined,2026-06-28
C004,A079,Planned,0.45,Defined,2026-04-02
C005,A079,Active,0.88,Developing,2025-10-08
C006,A079,Active,0.61,Developing,2026-03-09
C009,A079,Partial,0.8,Developing,2026-06-26
C010,A079,Planned,0.95,Developing,2026-04-21
C001,A080,Active,0.41,Managed,2026-06-29
C002,A080,Partial,0.71,Defined,2026-07-18
C003,A080,Planned,0.68,Managed,2026-05-21
C004,A080,Inactive,0.92,Initial,2025-11-22
C005,A080,Active,0.47,Defined,2026-02-28
C006,A080,Partial,0.6,Developing,2026-04-06
C007,A080,Active,0.8,Defined,2026-03-11
C009,A080,Partial,0.65,Initial,2025-11-18
C010,A080,Planned,0.59,Initial,2026-06-03
C001,A081,Active,0.61,Defined,2026-01-07
C002,A081,Inactive,0.41,Initial,2025-10-15
C003,A081,Active,0.9,Developing,2026-06-03
C004,A081,Partial,0.95,Managed,2026-03-28
C005,A081,Partial,0.5,Defined,2026-06-25
C006,A081,Partial,0.28,Developing,2026-04-02
C009,A081,Partial,0.95,Defined,2026-05-24
C010,A081,Active,0.6,Initial,2026-07-04
C001,A082,Partial,0.92,Defined,2026-03-10
C002,A082,Partial,0.5,Defined,2025-12-19
C003,A082,Active,0.76,Managed,2026-07-10
C004,A082,Planned,0.89,Defined,2025-12-06
C005,A082,Partial,0.73,Managed,2026-02-28
C006,A082,Planned,0.45,Managed,2026-02-28
C007,A082,Partial,0.56,Developing,2026-03-08
C009,A082,Partial,0.64,Developing,2026-03-03
C010,A082,Active,0.71,Developing,2026-01-10
C001,A083,Active,0.34,Defined,2025-10-29
C002,A083,Partial,0.98,Developing,2026-05-16
C003,A083,Planned,0.33,Developing,2026-02-03
C004,A083,Partial,0.33,Developing,2026-01-10
C005,A083,Active,0.88,Initial,2026-02-23
C006,A083,Partial,0.81,Defined,2026-05-27
C007,A083,Planned,0.38,Defined,2026-04-13
C009,A083,Active,0.5,Developing,2026-05-07
C010,A083,Partial,0.73,Defined,2025-10-12
C001,A084,Partial,0.96,Defined,2026-02-09
C002,A084,Inactive,0.64,Defined,2026-01-08
C003,A084,Active,0.61,Developing,2025-11-26
C004,A084,Partial,0.43,Initial,2026-06-23
C005,A084,Active,0.29,Developing,2026-02-17
C006,A084,Partial,0.68,Initial,2026-05-26
C009,A084,Active,0.65,Defined,2025-12-16
C010,A084,Active,0.41,Managed,2026-07-26
C001,A085,Active,0.93,Developing,2026-04-27
C003,A085,Partial,0.52,Defined,2025-12-31
C004,A085,Active,0.37,Managed,2025-11-21
C005,A085,Active,0.52,Developing,2025-10-09
C006,A085,Active,0.58,Developing,2026-01-10
C009,A085,Active,0.41,Initial,2026-04-24
C010,A085,Partial,0.66,Initial,2026-01-04
C001,A086,Active,0.53,Defined,2026-07-17
C002,A086,Partial,0.9,Managed,2025-11-01
C003,A086,Active,0.67,Defined,2026-02-02
C004,A086,Active,0.34,Developing,2026-04-09
C005,A086,Active,0.4,Initial,2026-08-06
C006,A086,Inactive,0.51,Managed,2026-08-06
C009,A086,Planned,0.96,Managed,2026-06-24
C010,A086,Active,0.96,Defined,2026-02-15
C001,A087,Active,0.92,Managed,2026-05-27
C002,A087,Active,0.75,Defined,2026-06-01
C003,A087,Inactive,0.51,Managed,2026-04-14
C004,A087,Planned,0.94,Defined,2026-07-10
C005,A087,Active,0.26,Developing,2026-05-21
C006,A087,Active,0.85,Managed,2026-07-09
C007,A087,Active,0.86,Defined,2026-05-22
C009,A087,Partial,0.71,Managed,2025-10-21
C010,A087,Active,0.37,Developing,2025-10-04
C001,A088,Active,0.93,Initial,2025-10-19
C002,A088,Partial,0.34,Developing,2026-01-06
C003,A088,Partial,0.32,Developing,2026-06-09
C004,A088,Partial,0.58,Managed,2026-08-18
C005,A088,Active,0.99,Defined,2026-02-18
C006,A088,Active,0.91,Defined,2026-07-08
C009,A088,Active,0.82,Developing,2026-05-02
C010,A088,Active,0.58,Developing,2026-03-20
C001,A089,Planned,0.54,Managed,2026-08-12
C002,A089,Partial,0.89,Defined,2026-05-21
C003,A089,Inactive,0.36,Developing,2026-06-03
C004,A089,Active,0.92,Defined,2025-12-17
C005,A089,Partial,0.52,Defined,2026-07-06
C006,A089,Active,0.47,Defined,2026-05-08
C009,A089,Partial,0.97,Defined,2026-06-12
C010,A089,Partial,0.69,Defined,2026-02-16
C001,A090,Active,0.96,Managed,2025-10-15
C002,A090,Partial,0.75,Defined,2026-04-21
C003,A090,Active,0.54,Developing,2026-02-04
C004,A090,Partial,0.59,Developing,2025-11-20
C005,A090,Planned,0.41,Initial,2025-11-08
C006,A090,Partial,0.55,Developing,2026-02-11
C007,A090,Planned,0.85,Defined,2025-11-25
C009,A090,Active,0.31,Defined,2026-01-09
C010,A090,Active,0.82,Developing,2025-12-22
C001,A091,Planned,0.44,Defined,2026-01-30
C002,A091,Planned,0.26,Developing,2026-08-07
C003,A091,Partial,1.0,Defined,2026-08-11
C004,A091,Active,0.68,Defined,2026-04-02
C005,A091,Active,0.67,Managed,2026-07-27
C006,A091,Partial,0.75,Initial,2025-10-14
C009,A091,Partial,0.87,Defined,2026-06-19
C010,A091,Active,0.35,Initial,2026-03-21
C001,A092,Partial,0.44,Managed,2025-11-05
C002,A092,Active,0.94,Developing,2025-11-13
C003,A092,Planned,0.72,Defined,2026-05-02
C004,A092,Active,0.99,Managed,2025-12-21
C005,A092,Active,0.67,Defined,2026-02-02
C006,A092,Partial,0.93,Developing,2026-05-31
C009,A092,Active,0.88,Managed,2026-01-01
C010,A092,Inactive,0.9,Developing,2026-02-24
C001,A093,Active,0.57,Developing,2025-10-13
C002,A093,Active,0.73,Developing,2026-04-06
C003,A093,Planned,0.32,Developing,2026-03-11
C004,A093,Planned,0.74,Developing,2026-07-12
C005,A093,Active,0.49,Defined,2026-08-17
C006,A093,Partial,0.39,Developing,2026-08-18
C009,A093,Active,0.84,Managed,2026-02-13
C010,A093,Active,0.32,Initial,2026-07-15
C001,A094,Planned,0.45,Managed,2026-06-18
C002,A094,Active,0.9,Defined,2026-05-15
C003,A094,Active,0.44,Managed,2025-10-24
C004,A094,Inactive,0.58,Developing,2026-04-05
C005,A094,Inactive,0.52,Defined,2026-01-23
C006,A094,Partial,0.66,Defined,2026-05-07
C009,A094,Active,0.8,Defined,2025-10-09
C010,A094,Partial,0.39,Defined,2026-05-03
C001,A095,Partial,0.8,Initial,2026-04-20
C002,A095,Active,0.42,Developing,2025-12-05
C003,A095,Active,0.97,Developing,2025-12-12
C004,A095,Active,0.49,Initial,2026-05-27
C005,A095,Partial,0.66,Defined,2025-10-24
C006,A095,Active,0.45,Managed,2025-10-27
C009,A095,Planned,0.28,Defined,2026-02-19
C010,A095,Planned,0.57,Managed,2026-04-28
C001,A096,Active,0.31,Developing,2025-11-15
C002,A096,Active,0.84,Managed,2026-03-09
C003,A096,Partial,0.95,Defined,2026-06-28
C004,A096,Active,0.55,Developing,2026-03-28
C005,A096,Active,0.61,Defined,2026-08-21
C006,A096,Active,0.5,Developing,2026-01-19
C008,A096,Inactive,0.86,Initial,2025-11-04
C009,A096,Active,0.44,Initial,2026-08-19
C010,A096,Active,0.54,Managed,2026-05-26
C001,A097,Planned,0.32,Managed,2026-04-14
C002,A097,Inactive,0.72,Developing,2025-10-29
C003,A097,Active,0.98,Initial,2026-05-05
C004,A097,Partial,0.65,Defined,2026-05-14
C005,A097,Planned,0.9,Defined,2026-05-10
C006,A097,Inactive,0.98,Managed,2025-12-19
C009,A097,Active,0.73,Developing,2026-03-10
C010,A097,Inactive,1.0,Defined,2025-12-28
C001,A098,Active,0.38,Initial,2026-03-28
C002,A098,Active,0.3,Developing,2025-10-17
C003,A098,Active,0.46,Defined,2026-05-22
C004,A098,Partial,0.66,Initial,2026-05-14
C005,A098,Active,0.84,Defined,2026-03-12
C006,A098,Partial,0.95,Developing,2026-07-20
C009,A098,Active,0.8,Developing,2026-04-06
C010,A098,Active,0.81,Defined,2025-12-10
C001,A099,Planned,0.88,Developing,2026-06-23
C003,A099,Partial,0.65,Developing,2025-12-09
C004,A099,Partial,0.8,Managed,2025-10-12
C005,A099,Partial,0.43,Developing,2026-07-11
C006,A099,Partial,0.71,Defined,2025-10-10
C009,A099,Partial,0.63,Defined,2026-02-08
C010,A099,Active,0.94,Developing,2026-07-26
C001,A100,Inactive,0.61,Developing,2026-02-01
C002,A100,Active,0.96,Developing,2026-01-10
C003,A100,Partial,0.32,Developing,2026-07-25
C004,A100,Partial,0.57,Defined,2025-11-11
C005,A100,Partial,0.56,Managed,2026-06-01
C006,A100,Planned,0.72,Defined,2026-07-04
C009,A100,Planned,0.91,Defined,2025-10-04
C010,A100,Active,0.31,Developing,2026-01-31
C001,A101,Active,0.53,Developing,2026-06-22
C002,A101,Partial,0.47,Developing,2025-12-09
C003,A101,Active,0.56,Defined,2026-05-30
C004,A101,Active,0.82,Developing,2026-02-15
C005,A101,Active,0.61,Managed,2026-08-07
C006,A101,Active,0.72,Developing,2026-05-03
C008,A101,Active,0.91,Defined,2025-10-21
C009,A101,Partial,0.78,Initial,2026-05-25
C010,A101,Active,0.68,Defined,2026-07-31
C001,A102,Partial,0.45,Developing,2025-10-16
C002,A102,Active,0.77,Developing,2026-01-15
C003,A102,Active,0.96,Developing,2026-07-31
C004,A102,Planned,0.61,Developing,2025-11-22
C005,A102,Planned,0.44,Defined,2025-12-26
C006,A102,Planned,0.37,Defined,2025-12-14
C009,A102,Active,0.51,Managed,2026-04-04
C010,A102,Active,0.76,Developing,2026-03-21
C001,A103,Active,0.41,Defined,2026-03-08
C003,A103,Active,0.76,Defined,2026-02-21
C004,A103,Active,0.61,Developing,2025-11-18
C005,A103,Planned,0.28,Defined,2026-03-06
C006,A103,Active,0.69,Defined,2026-05-23
C009,A103,Planned,0.96,Developing,2026-08-29
C010,A103,Active,0.86,Defined,2026-02-11
C001,A104,Planned,0.96,Managed,2026-06-22
C002,A104,Active,0.39,Managed,2025-10-28
C003,A104,Partial,0.66,Defined,2026-05-30
C004,A104,Active,0.88,Defined,2026-01-26
C005,A104,Active,0.4,Managed,2025-12-11
C006,A104,Active,0.81,Managed,2026-06-19
C009,A104,Partial,0.8,Developing,2026-02-11
C010,A104,Active,0.72,Initial,2026-07-23
C001,A105,Active,0.33,Managed,2026-04-27
C002,A105,Inactive,0.31,Developing,2026-03-05
C003,A105,Partial,0.82,Defined,2025-10-20
C004,A105,Partial,0.53,Developing,2025-10-12
C005,A105,Partial,0.45,Managed,2026-08-22
C006,A105,Partial,0.66,Developing,2026-04-15
C007,A105,Active,0.28,Initial,2026-05-15
C009,A105,Active,0.28,Defined,2026-03-10
C010,A105,Active,0.51,Initial,2026-07-13
C001,A106,Active,0.59,Defined,2026-05-21
C002,A106,Active,0.57,Developing,2025-11-26
C003,A106,Partial,0.42,Defined,2026-02-15
C004,A106,Active,0.36,Initial,2025-11-23
C005,A106,Active,0.36,Defined,2026-05-18
C006,A106,Active,0.73,Developing,2025-11-06
C009,A106,Partial,0.65,Managed,2025-10-18
C010,A106,Active,0.88,Developing,2026-03-04
C001,A107,Partial,0.44,Managed,2026-07-08
C002,A107,Planned,0.67,Developing,2025-11-29
C003,A107,Partial,0.53,Defined,2026-02-18
C004,A107,Active,0.35,Defined,2025-12-08
C005,A107,Active,0.42,Defined,2026-06-22
C006,A107,Partial,0.7,Managed,2026-03-03
C008,A107,Active,0.28,Defined,2026-08-12
C009,A107,Inactive,0.59,Defined,2025-11-04
C010,A107,Active,0.32,Defined,2026-05-26
C001,A108,Partial,0.8,Initial,2026-07-02
C002,A108,Partial,0.32,Defined,2026-07-01
C003,A108,Active,0.54,Developing,2026-05-11
C004,A108,Partial,0.34,Developing,2026-04-29
C005,A108,Active,0.88,Defined,2026-04-25
C006,A108,Partial,0.98,Managed,2025-11-02
C009,A108,Planned,0.74,Developing,2026-03-17
C010,A108,Partial,0.35,Defined,2026-03-06
C001,A109,Active,0.67,Managed,2025-12-20
C002,A109,Inactive,0.47,Initial,2026-02-12
C003,A109,Partial,0.54,Developing,2026-01-30
C004,A109,Active,0.78,Initial,2026-05-27
C005,A109,Partial,0.56,Defined,2026-02-15
C006,A109,Partial,0.32,Developing,2025-12-18
C009,A109,Partial,0.5,Defined,2026-01-01
C010,A109,Active,0.73,Defined,2026-05-19
C001,A110,Active,0.36,Defined,2026-05-22
C002,A110,Inactive,0.68,Initial,2026-01-04
C003,A110,Planned,0.31,Developing,2026-08-28
C004,A110,Partial,0.42,Defined,2025-11-08
C005,A110,Partial,0.33,Defined,2026-05-08
C006,A110,Active,0.26,Defined,2026-01-06
C009,A110,Partial,0.57,Developing,2026-05-03
C010,A110,Active,0.76,Developing,2026-03-07
C001,A111,Active,1.0,Developing,2026-06-16
C003,A111,Partial,0.49,Developing,2026-08-27
C004,A111,Partial,0.69,Developing,2026-05-04
C005,A111,Active,0.53,Developing,2026-02-02
C006,A111,Active,0.46,Managed,2025-10-28
C009,A111,Active,0.8,Developing,2026-03-03
C010,A111,Partial,0.41,Managed,2026-06-18
C001,A112,Partial,0.36,Defined,2026-06-22
C003,A112,Active,0.6,Defined,2026-04-03
C004,A112,Active,0.55,Developing,2026-07-07
C005,A112,Partial,0.65,Defined,2026-04-10
C006,A112,Active,0.27,Developing,2026-03-17
C009,A112,Partial,0.62,Defined,2026-01-10
C010,A112,Partial,0.59,Defined,2026-08-31
C001,A113,Partial,0.92,Defined,2026-04-19
C002,A113,Active,0.76,Managed,2025-11-10
C003,A113,Planned,0.86,Defined,2026-04-24
C004,A113,Inactive,0.26,Developing,2026-01-14
C005,A113,Planned,0.47,Developing,2025-12-25
C006,A113,Active,0.87,Defined,2026-03-17
C009,A113,Active,0.91,Managed,2026-01-06
C010,A113,Partial,0.65,Developing,2026-04-13
C001,A114,Inactive,0.76,Developing,2026-05-22
C002,A114,Active,0.47,Developing,2025-11-21
C003,A114,Active,0.68,Developing,2026-06-04
C004,A114,Planned,0.44,Defined,2026-02-12
C005,A114,Inactive,0.46,Defined,2026-02-12
C006,A114,Active,0.38,Defined,2026-08-27
C007,A114,Active,1.0,Developing,2025-11-09
C009,A114,Planned,0.34,Managed,2026-01-15
C010,A114,Partial,0.4,Developing,2026-01-06
C001,A115,Active,0.58,Managed,2026-04-23
C002,A115,Partial,0.31,Developing,2026-03-02
C003,A115,Partial,0.58,Defined,2026-08-21
C004,A115,Inactive,0.79,Managed,2026-06-29
C005,A115,Active,0.26,Developing,2026-03-08
C006,A115,Partial,0.6,Defined,2026-03-21
C009,A115,Active,0.61,Defined,2026-07-10
C010,A115,Active,0.8,Managed,2026-01-05
C001,A116,Active,0.35,Initial,2026-06-03
C002,A116,Inactive,0.25,Developing,2026-05-25
C003,A116,Active,0.48,Defined,2026-01-24
C004,A116,Planned,0.6,Developing,2026-01-10
C005,A116,Planned,0.26,Managed,2025-10-29
C006,A116,Active,0.62,Managed,2026-03-15
C009,A116,Active,0.44,Developing,2026-05-06
C010,A116,Active,0.54,Developing,2025-12-12
C001,A117,Active,0.28,Defined,2025-11-18
C002,A117,Planned,0.35,Defined,2026-04-09
C003,A117,Active,0.94,Developing,2026-07-04
C004,A117,Partial,0.45,Developing,2026-04-08
C005,A117,Partial,0.46,Developing,2026-02-18
C006,A117,Active,0.97,Developing,2025-12-26
C009,A117,Active,0.35,Defined,2026-05-18
C010,A117,Active,0.47,Managed,2026-06-11
C001,A118,Active,0.87,Defined,2026-03-21
C002,A118,Partial,0.69,Initial,2025-10-23
C003,A118,Partial,0.69,Defined,2026-08-19
C004,A118,Inactive,0.67,Developing,2026-07-16
C005,A118,Active,0.71,Developing,2025-10-05
C006,A118,Partial,0.96,Developing,2026-01-27
C009,A118,Partial,0.67,Defined,2026-07-11
C010,A118,Active,0.73,Defined,2026-03-01
C001,A119,Partial,0.35,Defined,2025-10-24
C002,A119,Partial,0.36,Managed,2026-08-09
C003,A119,Inactive,0.33,Developing,2026-02-04
C004,A119,Active,0.53,Initial,2026-07-16
C005,A119,Planned,0.3,Defined,2026-08-30
C006,A119,Active,0.68,Developing,2026-08-10
C009,A119,Active,0.97,Developing,2026-01-02
C010,A119,Active,0.68,Defined,2025-11-29
C001,A120,Planned,0.79,Developing,2026-06-09
C002,A120,Planned,0.42,Defined,2025-10-24
C003,A120,Inactive,0.28,Defined,2026-03-14
C004,A120,Active,0.39,Developing,2026-07-24
C005,A120,Planned,1.0,Developing,2025-10-02
C006,A120,Partial,0.44,Defined,2025-10-24
C008,A120,Active,0.51,Managed,2026-07-14
C009,A120,Partial,0.4,Initial,2025-12-13
C010,A120,Active,0.39,Defined,2026-02-22
C001,A121,Partial,0.87,Developing,2026-05-29
C003,A121,Partial,0.87,Initial,2026-07-02
C004,A121,Active,0.3,Developing,2026-04-18
C005,A121,Active,0.65,Developing,2025-12-26
C006,A121,Planned,0.79,Defined,2026-03-23
C009,A121,Partial,0.95,Managed,2025-12-12
C010,A121,Partial,0.94,Developing,2026-02-02
C001,A122,Partial,0.45,Defined,2025-10-20
C002,A122,Partial,0.49,Developing,2026-01-05
C003,A122,Active,0.58,Defined,2025-12-23
C004,A122,Active,0.56,Defined,2025-12-18
C005,A122,Inactive,0.37,Developing,2026-06-22
C006,A122,Active,0.68,Managed,2025-12-15
C009,A122,Planned,0.55,Developing,2026-02-01
C010,A122,Active,0.85,Defined,2026-08-02
C001,A123,Active,0.85,Managed,2026-04-04
C003,A123,Partial,0.42,Managed,2026-02-27
C004,A123,Active,0.8,Developing,2025-12-16
C005,A123,Active,0.7,Defined,2026-04-07
C006,A123,Inactive,0.35,Defined,2025-11-03
C009,A123,Active,0.27,Defined,2025-10-13
C010,A123,Active,0.93,Defined,2026-03-27
C001,A124,Active,0.86,Developing,2025-11-07
C002,A124,Partial,0.95,Defined,2026-05-04
C003,A124,Partial,0.63,Managed,2026-08-06
C004,A124,Inactive,0.67,Defined,2026-06-30
C005,A124,Partial,0.93,Defined,2026-05-16
C006,A124,Partial,0.75,Defined,2026-02-16
C008,A124,Active,0.46,Defined,2026-05-26
C009,A124,Partial,0.74,Developing,2026-08-06
C010,A124,Partial,0.42,Initial,2026-04-02
C001,A125,Active,0.7,Defined,2026-08-24
C002,A125,Active,0.75,Developing,2026-02-02
C003,A125,Active,0.99,Developing,2026-07-02
C004,A125,Partial,0.27,Defined,2026-06-01
C005,A125,Planned,0.82,Managed,2025-11-05
C006,A125,Partial,0.48,Developing,2026-05-21
C009,A125,Active,0.47,Defined,2025-12-14
C010,A125,Active,0.55,Defined,2026-08-28
C001,A126,Inactive,0.74,Defined,2026-04-15
C002,A126,Active,0.38,Defined,2026-06-26
C003,A126,Planned,0.99,Developing,2025-11-20
C004,A126,Active,0.92,Developing,2025-11-12
C005,A126,Active,0.52,Developing,2026-07-31
C006,A126,Active,0.34,Developing,2026-03-14
C009,A126,Active,0.82,Developing,2025-11-01
C010,A126,Planned,0.95,Managed,2026-06-17
C001,A127,Planned,0.49,Developing,2025-10-29
C002,A127,Active,0.68,Developing,2026-04-20
C003,A127,Inactive,0.9,Developing,2026-08-26
C004,A127,Active,0.51,Defined,2026-05-17
C005,A127,Active,0.32,Developing,2026-03-09
C006,A127,Active,0.65,Developing,2026-08-26
C009,A127,Partial,0.33,Defined,2026-02-24
C010,A127,Partial,0.82,Defined,2026-04-11
C001,A128,Active,0.99,Developing,2026-08-23
C002,A128,Active,0.41,Initial,2026-01-11
C003,A128,Active,0.77,Defined,2026-01-08
C004,A128,Active,0.33,Defined,2025-10-08
C005,A128,Partial,0.88,Managed,2026-03-18
C006,A128,Planned,0.56,Defined,2026-07-06
C007,A128,Partial,0.98,Developing,2026-05-21
C009,A128,Partial,0.6,Defined,2026-03-02
C010,A128,Active,0.59,Defined,2026-03-20
C001,A129,Partial,0.46,Defined,2026-04-27
C002,A129,Partial,0.8,Developing,2025-11-12
C003,A129,Partial,0.34,Initial,2026-02-11
C004,A129,Active,0.32,Developing,2026-03-21
C005,A129,Partial,0.44,Managed,2026-08-07
C006,A129,Partial,0.94,Defined,2026-08-01
C009,A129,Partial,0.25,Managed,2026-07-17
C010,A129,Active,0.94,Defined,2026-01-25
C001,A130,Active,0.57,Developing,2025-10-15
C002,A130,Inactive,0.72,Defined,2025-11-27
C003,A130,Planned,0.97,Developing,2025-10-31
C004,A130,Active,0.34,Initial,2026-05-07
C005,A130,Partial,0.88,Managed,2025-12-29
C006,A130,Partial,0.94,Developing,2026-05-18
C009,A130,Planned,0.95,Defined,2026-07-23
C010,A130,Inactive,0.96,Defined,2026-08-29
C001,A131,Partial,0.91,Defined,2026-01-07
C002,A131,Active,0.98,Initial,2025-12-23
C003,A131,Inactive,0.45,Defined,2025-10-22
C004,A131,Inactive,0.86,Managed,2026-04-23
C005,A131,Active,0.26,Initial,2026-06-21
C006,A131,Active,0.46,Defined,2026-01-18
C009,A131,Active,0.83,Developing,2026-03-16
C010,A131,Active,0.53,Defined,2026-04-24
C001,A132,Partial,0.72,Defined,2026-01-31
C002,A132,Active,0.84,Defined,2026-04-21
C003,A132,Active,0.46,Defined,2026-02-27
C004,A132,Active,0.72,Developing,2026-06-26
C005,A132,Active,0.91,Defined,2026-01-28
C006,A132,Partial,0.67,Defined,2026-06-30
C009,A132,Partial,0.83,Defined,2026-02-21
C010,A132,Active,0.55,Managed,2026-05-14
C001,A133,Partial,0.52,Managed,2025-11-25
C003,A133,Active,0.93,Developing,2026-06-21
C004,A133,Partial,0.37,Initial,2026-08-08
C005,A133,Partial,0.64,Initial,2026-08-19
C006,A133,Planned,0.54,Developing,2026-07-26
C009,A133,Active,0.28,Defined,2026-04-21
C010,A133,Active,0.77,Defined,2026-04-20
C001,A134,Partial,0.7,Managed,2026-03-24
C002,A134,Active,0.36,Managed,2026-04-14
C003,A134,Partial,0.51,Defined,2026-08-06
C004,A134,Planned,0.34,Initial,2025-10-06
C005,A134,Partial,0.32,Managed,2026-08-08
C006,A134,Partial,0.6,Defined,2026-06-08
C007,A134,Planned,0.37,Developing,2026-01-03
C009,A134,Active,0.46,Managed,2026-01-22
C010,A134,Partial,0.28,Defined,2025-11-06
C001,A135,Active,0.66,Developing,2026-01-08
C003,A135,Planned,0.25,Developing,2026-07-20
C004,A135,Partial,0.89,Developing,2025-11-23
C005,A135,Planned,0.92,Managed,2025-11-09
C006,A135,Active,0.74,Initial,2026-06-05
C009,A135,Active,0.4,Defined,2026-08-25
C010,A135,Inactive,0.27,Initial,2025-11-10
C001,A136,Inactive,0.77,Managed,2026-03-05
C002,A136,Active,0.47,Developing,2025-12-03
C003,A136,Active,0.53,Developing,2026-03-11
C004,A136,Partial,0.84,Initial,2026-02-24
C005,A136,Active,0.34,Developing,2026-01-27
C006,A136,Partial,0.55,Defined,2026-07-26
C007,A136,Planned,0.36,Managed,2025-10-05
C009,A136,Active,0.99,Defined,2026-08-22
C010,A136,Active,0.27,Developing,2025-10-26
C001,A137,Inactive,0.97,Initial,2026-02-05
C002,A137,Partial,0.41,Developing,2026-02-03
C003,A137,Active,0.46,Defined,2026-03-31
C004,A137,Active,0.48,Developing,2026-08-23
C005,A137,Active,0.78,Defined,2026-08-01
C006,A137,Active,0.67,Defined,2026-01-06
C007,A137,Active,0.29,Defined,2026-02-09
C009,A137,Active,0.57,Defined,2026-07-14
C010,A137,Active,0.33,Defined,2026-04-06
C001,A138,Active,0.36,Developing,2026-01-11
C002,A138,Partial,0.83,Managed,2026-07-15
C003,A138,Partial,0.42,Initial,2026-01-07
C004,A138,Active,0.59,Developing,2026-01-06
C005,A138,Active,0.42,Defined,2026-04-04
C006,A138,Active,0.61,Defined,2025-11-22
C009,A138,Partial,0.32,Developing,2025-10-23
C010,A138,Active,0.46,Managed,2026-01-28
C001,A139,Planned,0.39,Developing,2026-02-22
C002,A139,Partial,0.62,Initial,2026-01-27
C003,A139,Planned,0.51,Defined,2025-12-17
C004,A139,Partial,0.83,Defined,2026-05-25
C005,A139,Active,0.83,Defined,2026-05-25
C006,A139,Active,0.77,Initial,2026-07-24
C007,A139,Active,0.42,Developing,2025-10-17
C009,A139,Planned,0.84,Managed,2026-03-20
C010,A139,Active,0.46,Defined,2025-12-15
C001,A140,Active,0.78,Defined,2026-03-18
C002,A140,Active,0.63,Defined,2026-03-02
C003,A140,Active,0.62,Defined,2026-04-04
C004,A140,Active,0.58,Developing,2025-10-14
C005,A140,Active,0.72,Developing,2025-10-25
C006,A140,Inactive,0.72,Initial,2026-05-21
C009,A140,Active,0.25,Developing,2025-10-03
C010,A140,Planned,0.6,Defined,2026-02-01
C001,A141,Active,0.56,Defined,2026-01-10
C002,A141,Active,0.43,Developing,2026-02-11
